network_order;cityscapes;coco
(a);0.00000;0.06218
(b);0.00000;0.06218
(c);0.00000;0.03191
(d);0.00000;0.04712
(e);0.00000;0.04737
(a)>(b);0.00000;0.10345
(a)>(c);0.00000;0.08586
(a)>(d);0.00000;0.08586
(a)>(e);0.00000;0.08040
(b)>(c);0.00000;0.08205
(b)>(d);0.00000;0.08629
(b)>(e);0.00000;0.09137
(c)>(d);0.00000;0.06250
(c)>(e);0.00000;0.07216
(d)>(e);0.00000;0.07179
(a)>(b)>(c);0.00000;0.02174
(a)>(b)>(d);0.00000;0.01622
(a)>(b)>(e);0.00000;0.01639
(a)>(c)>(d);0.00000;0.01630
(a)>(c)>(e);0.00000;0.01093
(a)>(d)>(e);0.00000;0.01630
(b)>(c)>(d);0.00000;0.02703
(b)>(c)>(e);0.00000;0.01630
(b)>(d)>(e);0.00000;0.02186
(c)>(d)>(e);0.00000;0.02688
(a)>(b)>(c)>(d);0.00000;0.03226
(a)>(b)>(c)>(e);0.00000;0.03226
(a)>(b)>(d)>(e);0.00000;0.02703
(a)>(c)>(d)>(e);0.00000;0.02162
(b)>(c)>(d)>(e);0.00000;0.03763
(a)>(b)>(c)>(d)>(e);0.00000;0.01630
