mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_X-101-64x4d-FPN;hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);scnet_X-101-64x4d-FPN;bbox_ap;mask_ap;tp;tp%;tp_s;tp_s%;tp_m;tp_m%;tp_l;tp_l%;tp_2;tp_2%;tp_2_s;tp_2_s%;tp_2_m;tp_2_m%;tp_2_l;tp_2_l%;fp;fp%;fp_s;fp_s%;fp_m;fp_m%;fp_l;fp_l%;fp_2;fp_2%;fp_2_s;fp_2_s%;fp_2_m;fp_2_m%;fp_2_l;fp_2_l%;tn;tn%;tn_s;tn_s%;tn_m;tn_m%;tn_l;tn_l%;tn_2;tn_2%;tn_2_s;tn_2_s%;tn_2_m;tn_2_m%;tn_2_l;tn_2_l%;fn;fn%;fn_s;fn_s%;fn_m;fn_m%;fn_l;fn_l%;fn_2;fn_2%;fn_2_s;fn_2_s%;fn_2_m;fn_2_m%;fn_2_l;fn_2_l%;cg;cg%;cg_s;cg_s%;cg_m;cg_m%;cg_l;cg_l%;c_cg;c_cg%;c_cg_s;c_cg_s%;c_cg_m;c_cg_m%;c_cg_l;c_cg_l%;ig;ig%;ig_s;ig_s%;ig_m;ig_m%;ig_l;ig_l%;c_ig;c_ig%;c_ig_s;c_ig_s%;c_ig_m;c_ig_m%;c_ig_l;c_ig_l%;ng;ng%;ng_s;ng_s%;ng_m;ng_m%;ng_l;ng_l%;c_ng;c_ng%;c_ng_s;c_ng_s%;c_ng_m;c_ng_m%;c_ng_l;c_ng_l%
1;0;0;0;0;0.561;0.047;112321171;0.50907;732;0.63708;10577;0.59047;112309862;0.50907;112328389;0.47658;28;0.70000;4277;0.59304;112316866;0.50907;93304345;0.42288;358;0.31158;5469;0.30531;93298518;0.42289;107765036;0.45722;7;0.17500;2220;0.30782;93302118;0.42289;12094631;0.05482;39;0.03394;1303;0.07274;12093289;0.05482;12685080;0.05382;5;0.12500;492;0.06822;12094134;0.05482;2918225;0.01323;20;0.01741;564;0.03149;2917641;0.01322;2918561;0.01238;0;0.00000;223;0.03092;2918002;0.01323;9923;0.28592;34;0.17172;250;0.19084;9639;0.29036;5320;0.25686;25;0.18248;190;0.23313;5105;0.25835;1081;0.03115;152;0.76768;133;0.10153;796;0.02398;647;0.03124;107;0.78102;92;0.11288;448;0.02267;23701;0.68293;12;0.06061;927;0.70763;22762;0.68566;14745;0.71191;5;0.03650;533;0.65399;14207;0.71898
0;1;0;0;0;0.584;0.052;112040485;0.51176;1047;0.62173;10676;0.58085;112028762;0.51175;112047230;0.48069;48;0.75000;5642;0.58661;112034795;0.51176;94076035;0.42971;494;0.29335;5387;0.29309;94070154;0.42972;107705052;0.46206;11;0.17188;2802;0.29133;94073222;0.42971;10517688;0.04804;101;0.05998;1603;0.08721;10515984;0.04804;11046871;0.04739;5;0.07812;839;0.08723;10516844;0.04804;2297448;0.01049;42;0.02494;714;0.03885;2296692;0.01049;2297679;0.00986;0;0.00000;335;0.03483;2297113;0.01049;9906;0.29892;53;0.23982;254;0.15602;9599;0.30678;5336;0.26502;33;0.21854;198;0.19940;5105;0.26883;1098;0.03313;133;0.60181;129;0.07924;836;0.02672;631;0.03134;99;0.65563;84;0.08459;448;0.02359;22135;0.66794;35;0.15837;1245;0.76474;20855;0.66651;14167;0.70364;19;0.12583;711;0.71601;13437;0.70758
0;0;1;0;0;0.603;0.053;115220187;0.51191;1358;0.61868;13156;0.58411;115205673;0.51190;115227349;0.48508;86;0.73504;6222;0.58401;115213879;0.51191;97784991;0.43445;717;0.32665;6715;0.29814;97777559;0.43446;109764499;0.46208;18;0.15385;3248;0.30486;97781725;0.43445;10038599;0.04460;75;0.03417;1866;0.08285;10036658;0.04460;10515703;0.04427;9;0.07692;854;0.08016;10037736;0.04460;2034690;0.00904;45;0.02050;786;0.03490;2033859;0.00904;2034863;0.00857;4;0.03419;330;0.03097;2034356;0.00904;10429;0.14213;73;0.23248;313;0.06956;10043;0.14648;5509;0.19070;46;0.30872;228;0.15702;5235;0.19185;575;0.00784;113;0.35987;70;0.01556;392;0.00572;458;0.01585;86;0.57718;54;0.03719;318;0.01165;62370;0.85003;128;0.40764;4117;0.91489;58125;0.84780;22921;0.79344;17;0.11409;1170;0.80579;21734;0.79650
0;0;0;1;0;0.580;0.053;112185752;0.51207;1015;0.60597;10904;0.58028;112173833;0.51207;112193167;0.48214;28;0.70000;5018;0.58099;112180706;0.51207;94077024;0.42942;526;0.31403;5329;0.28359;94071169;0.42943;107183328;0.46061;7;0.17500;2501;0.28957;94074516;0.42942;10604748;0.04841;97;0.05791;1743;0.09276;10602908;0.04840;11108446;0.04774;5;0.12500;820;0.09494;10603923;0.04840;2213699;0.01010;37;0.02209;815;0.04337;2212847;0.01010;2213873;0.00951;0;0.00000;298;0.03450;2213401;0.01010;9881;0.30545;52;0.22807;261;0.16959;9568;0.31286;5327;0.27513;36;0.25714;200;0.21322;5091;0.27844;1123;0.03472;134;0.58772;122;0.07927;867;0.02835;640;0.03305;96;0.68571;82;0.08742;462;0.02527;21345;0.65983;42;0.18421;1156;0.75114;20147;0.65879;13395;0.69182;8;0.05714;656;0.69936;12731;0.69629
0;0;0;0;1;0.582;0.052;115174318;0.50972;1205;0.60522;12366;0.58388;115160747;0.50971;115181200;0.48007;38;0.67857;5694;0.58908;115168586;0.50971;97018088;0.42936;655;0.32898;6437;0.30393;97010996;0.42938;110464358;0.46042;13;0.23214;2796;0.28926;97015279;0.42937;11374902;0.05034;98;0.04922;1596;0.07536;11373208;0.05034;11887561;0.04955;5;0.08929;826;0.08545;11374071;0.05034;2390089;0.01058;33;0.01657;780;0.03683;2389276;0.01058;2390228;0.00996;0;0.00000;350;0.03621;2389739;0.01058;10345;0.15060;63;0.20323;294;0.08286;9988;0.15406;5451;0.19328;40;0.24845;216;0.15573;5195;0.19491;659;0.00959;123;0.39677;89;0.02508;447;0.00689;516;0.01830;92;0.57143;66;0.04758;358;0.01343;57686;0.83980;124;0.40000;3165;0.89205;54397;0.83905;22235;0.78842;29;0.18012;1105;0.79668;21101;0.79166
1;2;0;0;0;0.587;0.051;113074580;0.51014;1129;0.62653;11485;0.58448;113061966;0.51013;113081937;0.47994;48;0.75000;5255;0.59085;113069277;0.51014;94963101;0.42843;568;0.31521;5958;0.30321;94956575;0.42844;108410329;0.46011;11;0.17188;2692;0.30268;94960398;0.42843;11064138;0.04992;72;0.03996;1522;0.07746;11062544;0.04991;11572087;0.04911;5;0.07812;676;0.07601;11063457;0.04992;2552264;0.01151;33;0.01831;685;0.03486;2551546;0.01151;2552533;0.01083;0;0.00000;271;0.03047;2551993;0.01151;10096;0.26069;56;0.25926;275;0.15269;9765;0.26600;5417;0.23617;36;0.24658;211;0.20269;5170;0.23770;908;0.02345;130;0.60185;108;0.05997;670;0.01825;550;0.02398;96;0.65753;71;0.06820;383;0.01761;27724;0.71586;30;0.13889;1418;0.78734;26276;0.71575;16970;0.73985;14;0.09589;759;0.72911;16197;0.74469
1;0;2;0;0;0.602;0.053;115025024;0.51045;1477;0.63012;13598;0.58820;115009949;0.51044;115032147;0.48294;66;0.74157;6321;0.59352;115018637;0.51045;97220278;0.43144;759;0.32381;7027;0.30396;97212492;0.43145;109574835;0.46003;13;0.14607;3300;0.30986;97216965;0.43145;10726050;0.04760;75;0.03200;1754;0.07587;10724221;0.04760;11214836;0.04708;9;0.10112;724;0.06798;10725317;0.04760;2367470;0.01051;33;0.01408;739;0.03197;2366698;0.01050;2367721;0.00994;1;0.01124;305;0.02864;2367164;0.01051;10477;0.13713;77;0.24522;323;0.06991;10077;0.14100;5543;0.17921;48;0.31788;238;0.15699;5257;0.17965;527;0.00690;109;0.34713;60;0.01299;358;0.00501;424;0.01371;84;0.55629;44;0.02902;296;0.01012;65397;0.85597;128;0.40764;4237;0.91710;61032;0.85399;24963;0.80708;19;0.12583;1234;0.81398;23710;0.81024
1;0;0;2;0;0.589;0.052;113468541;0.51124;1249;0.63337;11896;0.58414;113455396;0.51123;113475850;0.48191;46;0.71875;5421;0.58720;113463074;0.51123;95224294;0.42904;615;0.31187;6103;0.29968;95217576;0.42905;108214102;0.45957;10;0.15625;2773;0.30037;95221511;0.42904;10865438;0.04895;88;0.04462;1593;0.07822;10863757;0.04895;11388104;0.04836;7;0.10938;742;0.08037;10864689;0.04895;2391188;0.01077;20;0.01014;773;0.03796;2390395;0.01077;2391410;0.01016;1;0.01562;296;0.03206;2390891;0.01077;10156;0.25595;62;0.27434;284;0.15106;9810;0.26109;5444;0.23354;42;0.29787;214;0.19760;5188;0.23489;848;0.02137;124;0.54867;99;0.05266;625;0.01663;523;0.02244;90;0.63830;68;0.06279;365;0.01653;28675;0.72267;40;0.17699;1497;0.79628;27138;0.72227;17344;0.74403;9;0.06383;801;0.73961;16534;0.74859
1;0;0;0;2;0.590;0.052;114986228;0.50870;1318;0.61994;12999;0.58641;114971911;0.50869;114993718;0.48008;47;0.73438;5949;0.59283;114980232;0.50870;96827188;0.42836;682;0.32079;6745;0.30428;96819761;0.42838;109813974;0.45846;12;0.18750;2984;0.29736;96824192;0.42837;11634735;0.05147;99;0.04657;1658;0.07480;11632978;0.05147;12128569;0.05064;5;0.07812;768;0.07653;11633962;0.05147;2591623;0.01147;27;0.01270;765;0.03451;2590831;0.01146;2591894;0.01082;0;0.00000;334;0.03328;2591289;0.01146;10415;0.14552;67;0.21824;310;0.08447;10038;0.14850;5507;0.18211;43;0.26708;231;0.15779;5233;0.18288;589;0.00823;119;0.38762;73;0.01989;397;0.00587;460;0.01521;89;0.55280;51;0.03484;320;0.01118;60569;0.84625;121;0.39414;3287;0.89564;57161;0.84563;24273;0.80268;29;0.18012;1182;0.80738;23062;0.80594
0;1;2;0;0;0.608;0.054;115284116;0.51146;1474;0.62511;13461;0.58306;115269181;0.51146;115291751;0.48454;83;0.73451;6558;0.58402;115277475;0.51146;97850579;0.43412;736;0.31213;6868;0.29748;97842975;0.43413;109930738;0.46201;17;0.15044;3349;0.29825;97847213;0.43413;10137446;0.04498;103;0.04368;1913;0.08286;10135430;0.04497;10587565;0.04450;9;0.07965;929;0.08273;10136508;0.04497;2128171;0.00944;45;0.01908;845;0.03660;2127281;0.00944;2128331;0.00894;4;0.03540;393;0.03500;2127774;0.00944;10472;0.13812;77;0.23988;322;0.06756;10073;0.14241;5539;0.18059;47;0.30128;237;0.14711;5255;0.18180;532;0.00702;109;0.33956;61;0.01280;362;0.00512;428;0.01395;85;0.54487;45;0.02793;298;0.01031;64815;0.85486;135;0.42056;4383;0.91964;60297;0.85247;24705;0.80546;24;0.15385;1329;0.82495;23352;0.80789
