;v=-1_a=0;v=0_a=-1;v=0_a=0;v=0_a=1;v=1_a=0
1-0-0-0-0-0-0-0-0-0;0.62401;0.62401;0.62401;0.00000;nan
0-1-0-0-0-0-0-0-0-0;0.62663;0.62663;0.62663;0.00000;nan
0-0-1-0-0-0-0-0-0-0;0.63911;0.63911;0.63911;0.00000;nan
0-0-0-0-0-0-1-0-0-0;0.62654;0.62654;0.62654;0.00000;nan
0-0-0-0-0-0-0-0-0-1;0.63345;0.63345;0.63345;0.00000;nan
1-2-0-0-0-0-0-0-0-0;0.61878;0.61878;0.61878;0.57587;0.61938
1-0-2-0-0-0-0-0-0-0;0.62815;0.62815;0.62815;0.56470;0.61949
1-0-0-0-0-0-2-0-0-0;0.62059;0.62059;0.62059;0.55886;0.61382
1-0-0-0-0-0-0-0-0-2;0.62512;0.62512;0.62512;0.55294;0.61479
0-1-2-0-0-0-0-0-0-0;0.63120;0.63120;0.63120;0.56897;0.61916
0-1-0-0-0-0-2-0-0-0;0.62688;0.62688;0.62688;0.56333;0.61277
0-1-0-0-0-0-0-0-0-2;0.63021;0.63021;0.63021;0.55703;0.61561
0-0-1-0-0-0-2-0-0-0;0.62744;0.62744;0.62744;0.58680;0.62053
0-0-1-0-0-0-0-0-0-2;0.63608;0.63608;0.63608;0.57588;0.62225
0-0-0-0-0-0-1-0-0-2;0.62811;0.62811;0.62811;0.56857;0.61556
1-2-3-0-0-0-0-0-0-0;0.63040;0.62957;0.64438;0.65108;0.62221
1-2-0-0-0-0-3-0-0-0;0.62733;0.62502;0.64131;0.64728;0.61872
1-2-0-0-0-0-0-0-0-3;0.62870;0.62932;0.64442;0.65079;0.61838
1-0-2-0-0-0-3-0-0-0;0.63021;0.62997;0.64682;0.65465;0.62101
1-0-2-0-0-0-0-0-0-3;0.63459;0.63453;0.65142;0.65682;0.62003
1-0-0-0-0-0-2-0-0-3;0.62852;0.62742;0.64543;0.65401;0.61678
0-1-2-0-0-0-3-0-0-0;0.63438;0.62887;0.64544;0.65385;0.62042
0-1-2-0-0-0-0-0-0-3;0.63736;0.63503;0.64994;0.65689;0.61867
0-1-0-0-0-0-2-0-0-3;0.63358;0.62905;0.64548;0.65470;0.61496
0-0-1-0-0-0-2-0-0-3;0.63677;0.62906;0.64397;0.65466;0.62269
1-2-3-0-0-0-4-0-0-0;0.62163;0.62920;0.64623;0.65468;0.63718
1-2-3-0-0-0-0-0-0-4;0.62396;0.63193;0.64817;0.65632;0.64073
1-2-0-0-0-0-3-0-0-4;0.62033;0.62966;0.64707;0.65580;0.63582
1-0-2-0-0-0-3-0-0-4;0.62358;0.63183;0.65011;0.65818;0.63957
0-1-2-0-0-0-3-0-0-4;0.62703;0.63011;0.64668;0.65634;0.63972
1-2-3-0-0-0-4-0-0-5;0.65304;0.64116;0.65329;0.65787;0.63689
