network_order;average_v-1_a0;average_v0_a-1;average_v0_a0;average_v0_a1;average_v1_a0;bitwise_and;bitwise_or
(a);135.75000;135.75000;135.75000;inf;nan;135.75000;136.25000
(b);274.50000;274.50000;274.50000;inf;nan;274.50000;275.50000
(c);135.00000;135.00000;135.00000;inf;nan;135.00000;135.50000
(d);135.75000;135.75000;135.75000;inf;nan;135.75000;136.25000
(e);273.00000;273.00000;273.00000;inf;nan;273.00000;273.00000
(a)>(b);110.40000;110.40000;110.40000;2029.0000;inf;541.00000;111.00000
(a)>(c);109.00000;109.00000;109.00000;707.33333;546.00000;180.66667;109.40000
(a)>(d);109.00000;109.00000;109.00000;468.00000;180.00000;134.25000;109.60000
(a)>(e);138.25000;138.25000;138.25000;668.33333;271.50000;179.33333;138.75000
(b)>(c);135.25000;135.25000;135.25000;1173.5000;inf;274.00000;136.25000
(b)>(d);136.25000;136.25000;136.25000;1080.0000;inf;271.00000;137.25000
(b)>(e);135.75000;135.75000;135.75000;inf;inf;inf;136.25000
(c)>(d);89.00000;89.00000;89.00000;1090.5000;549.00000;274.00000;89.50000
(c)>(e);181.66667;181.66667;181.66667;754.00000;544.00000;181.00000;182.33333
(d)>(e);136.25000;136.25000;136.25000;936.00000;273.50000;274.00000;136.75000
(a)>(b)>(c);90.16667;550.00000;541.00000;135.50000;inf;272.50000;92.33333
(a)>(b)>(d);91.66667;270.00000;180.00000;107.40000;548.00000;272.00000;110.80000
(a)>(b)>(e);109.20000;273.00000;268.50000;135.25000;inf;542.00000;111.60000
(a)>(c)>(d);76.85714;179.66667;133.50000;107.60000;272.50000;273.00000;91.00000
(a)>(c)>(e);90.83333;271.50000;178.66667;135.00000;271.00000;181.00000;110.80000
(a)>(d)>(e);109.20000;180.66667;179.00000;134.50000;270.50000;180.00000;110.80000
(b)>(c)>(d);108.20000;543.00000;542.00000;108.20000;inf;552.00000;109.40000
(b)>(c)>(e);108.60000;542.00000;543.00000;181.00000;inf;272.50000;109.00000
(b)>(d)>(e);136.50000;268.00000;267.50000;133.50000;inf;inf;137.75000
(c)>(d)>(e);108.00000;270.00000;271.00000;135.00000;549.00000;273.00000;108.20000
(a)>(b)>(c)>(d);77.42857;269.50000;179.00000;90.00000;269.50000;550.00000;91.33333
(a)>(b)>(c)>(e);91.16667;273.50000;270.00000;135.25000;543.00000;272.50000;92.83333
(a)>(b)>(d)>(e);91.33333;270.50000;178.66667;134.50000;178.66667;545.00000;111.40000
(a)>(c)>(d)>(e);90.66667;180.66667;179.33333;108.00000;269.50000;273.00000;91.83333
(b)>(c)>(d)>(e);108.80000;269.00000;269.00000;108.00000;544.00000;550.00000;109.80000
(a)>(b)>(c)>(d)>(e);179.66667;267.50000;179.00000;134.00000;543.00000;548.00000;92.33333
