network_order;average_v-1_a0;average_v0_a-1;average_v0_a0;average_v0_a1;average_v1_a0;bitwise_and;bitwise_or
(a);0.18971;0.18971;0.18971;1.00000;nan;0.18971;0.18971
(b);0.19678;0.19678;0.19678;1.00000;nan;0.19678;0.19678
(c);0.19603;0.19603;0.19603;1.00000;nan;0.19603;0.19603
(d);0.19946;0.19946;0.19946;1.00000;nan;0.19946;0.19946
(e);0.20204;0.20204;0.20204;1.00000;nan;0.20204;0.20204
(a)>(b);0.16049;0.16049;0.16049;0.22731;0.22413;0.22731;0.16049
(a)>(c);0.15828;0.15828;0.15828;0.22756;0.22549;0.22756;0.15828
(a)>(d);0.16939;0.16939;0.16939;0.21943;0.21845;0.21943;0.16939
(a)>(e);0.16572;0.16572;0.16572;0.22704;0.22512;0.22704;0.16572
(b)>(c);0.15515;0.15515;0.15515;0.23699;0.23357;0.23699;0.15515
(b)>(d);0.16440;0.16440;0.16440;0.23216;0.23083;0.23216;0.16440
(b)>(e);0.16551;0.16551;0.16551;0.23324;0.23096;0.23324;0.16551
(c)>(d);0.16237;0.16237;0.16237;0.23265;0.22976;0.23265;0.16237
(c)>(e);0.16063;0.16063;0.16063;0.23827;0.23455;0.23827;0.16063
(d)>(e);0.17458;0.17458;0.17458;0.22623;0.22522;0.22623;0.17458
(a)>(b)>(c);0.14219;0.18716;0.18682;0.19322;0.24757;0.25279;0.14254
(a)>(b)>(d);0.15133;0.19140;0.19043;0.19508;0.24017;0.24443;0.15222
(a)>(b)>(e);0.14981;0.19071;0.18960;0.19564;0.24422;0.24957;0.15076
(a)>(c)>(d);0.14796;0.19147;0.18908;0.19487;0.24058;0.24578;0.15007
(a)>(c)>(e);0.14520;0.19227;0.19030;0.19662;0.24581;0.25178;0.14680
(a)>(d)>(e);0.15563;0.19418;0.19269;0.19863;0.23644;0.24109;0.15722
(b)>(c)>(d);0.14386;0.19183;0.19061;0.19626;0.25132;0.25694;0.14528
(b)>(c)>(e);0.14334;0.19200;0.19188;0.19832;0.25361;0.25908;0.14386
(b)>(d)>(e);0.15270;0.19441;0.19269;0.19902;0.24550;0.24990;0.15425
(c)>(d)>(e);0.15014;0.19531;0.19533;0.20050;0.24757;0.25241;0.15013
(a)>(b)>(c)>(d);0.13709;0.17440;0.17226;0.17515;0.20528;0.26421;0.13905
(a)>(b)>(c)>(e);0.13538;0.17284;0.17033;0.17409;0.20698;0.26830;0.13761
(a)>(b)>(d)>(e);0.14400;0.17663;0.17461;0.17802;0.20764;0.25879;0.14595
(a)>(c)>(d)>(e);0.13901;0.17863;0.17549;0.17954;0.20660;0.26146;0.14196
(b)>(c)>(d)>(e);0.13779;0.17505;0.17367;0.17617;0.21147;0.26916;0.13900
(a)>(b)>(c)>(d)>(e);0.16168;0.19132;0.19033;0.19284;0.21903;0.27540;0.13501
