network_order;average_v-1_a0;average_v0_a-1;average_v0_a0;average_v0_a1;average_v1_a0;bitwise_and;bitwise_or
(a);47.25000;47.25000;47.25000;inf;nan;47.25000;47.75000
(b);95.50000;95.50000;95.50000;inf;nan;95.50000;96.50000
(c);46.00000;46.00000;46.00000;inf;nan;46.00000;46.50000
(d);46.75000;46.75000;46.75000;inf;nan;46.75000;47.25000
(e);94.00000;94.00000;94.00000;inf;nan;94.00000;94.00000
(a)>(b);39.60000;39.60000;39.60000;1671.0000;inf;183.00000;40.20000
(a)>(c);38.60000;38.60000;38.60000;587.33333;182.00000;60.66667;39.00000
(a)>(d);38.60000;38.60000;38.60000;379.00000;60.00000;45.25000;39.20000
(a)>(e);48.75000;48.75000;48.75000;549.66667;90.50000;60.66667;49.25000
(b)>(c);47.75000;47.75000;47.75000;992.50000;inf;93.00000;48.75000
(b)>(d);48.25000;48.25000;48.25000;901.00000;inf;92.00000;49.25000
(b)>(e);48.25000;48.25000;48.25000;inf;inf;inf;48.75000
(c)>(d);31.00000;31.00000;31.00000;909.50000;185.00000;93.00000;31.50000
(c)>(e);63.66667;63.66667;63.66667;634.00000;182.00000;61.00000;64.33333
(d)>(e);47.75000;47.75000;47.75000;755.00000;92.50000;93.00000;48.25000
(a)>(b)>(c);32.83333;186.00000;183.00000;46.50000;inf;91.50000;34.00000
(a)>(b)>(d);33.33333;91.00000;60.66667;37.00000;184.00000;92.00000;40.80000
(a)>(b)>(e);39.60000;92.00000;90.50000;46.75000;inf;182.00000;40.80000
(a)>(c)>(d);27.71429;60.33333;45.00000;36.80000;91.50000;92.00000;33.00000
(a)>(c)>(e);32.83333;90.50000;60.00000;46.00000;91.00000;61.00000;40.00000
(a)>(d)>(e);39.20000;60.66667;60.33333;46.00000;90.50000;60.66667;40.00000
(b)>(c)>(d);39.00000;183.00000;184.00000;37.40000;inf;188.00000;39.80000
(b)>(c)>(e);39.40000;182.00000;183.00000;61.66667;inf;91.50000;39.80000
(b)>(d)>(e);49.50000;90.00000;90.50000;45.50000;inf;inf;50.25000
(c)>(d)>(e);38.40000;91.00000;92.00000;46.00000;185.00000;92.00000;38.60000
(a)>(b)>(c)>(d);28.57143;91.50000;61.00000;31.33333;90.50000;186.00000;34.00000
(a)>(b)>(c)>(e);33.83333;92.50000;92.00000;46.75000;183.00000;91.50000;34.50000
(a)>(b)>(d)>(e);33.66667;91.50000;60.66667;46.50000;60.00000;183.00000;41.40000
(a)>(c)>(d)>(e);33.00000;60.66667;60.66667;37.20000;90.50000;92.00000;33.50000
(b)>(c)>(d)>(e);40.00000;91.00000;92.00000;37.20000;184.00000;186.00000;40.60000
(a)>(b)>(c)>(d)>(e);61.66667;89.50000;60.33333;45.50000;183.00000;184.00000;34.66667
