network_order;results
mask_rcnn_X-101-64x4d-FPN;0.96078
cascade_mask_rcnn_X-101-64x4d-FPN;0.99727
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;0.95593
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;1.00474
detectors_htc_r101_20e_coco;0.98770
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);1.01738
scnet_X-101-64x4d-FPN;1.04146
mask_rcnn_r50_fpn_carafe_1x_coco;1.18467
mask_rcnn_r101_fpn_gn-all_3x_coco;1.40123
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;1.04063
