network_order;results
mask_rcnn_X-101-64x4d-FPN;0.08144
cascade_mask_rcnn_X-101-64x4d-FPN;0.10325
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;0.10019
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;0.10045
detectors_htc_r101_20e_coco;0.09433
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);0.09531
scnet_X-101-64x4d-FPN;0.09667
mask_rcnn_r50_fpn_carafe_1x_coco;0.09447
mask_rcnn_r101_fpn_gn-all_3x_coco;0.10149
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;0.09697
