hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;detectors_htc_r101_20e_coco;cascade_mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);tp%;tp_s%;tp_m%;tp_l%;fp%;fp_s%;fp_m%;fp_l%;tn%;tn_s%;tn_m%;tn_l%;fn%;fn_s%;fn_m%;fn_l%;oa_full;oa_correct;p_full;p_correct;r_full;r_correct;f1_full;f1_correct;iou_full;iou_correct;cg%;cg_s%;cg_m%;cg_l%;ng%;ng_s%;ng_m%;ng_l%;tcg%;tcg_s%;tcg_m%;tcg_l%;tng%;tng_s%;tng_m%;tng_l%;tig%;tig_s%;tig_m%;tig_l%;ugr11%;ugr11_s%;ugr11_m%;ugr11_l%;ugr31%;ugr31_s%;ugr31_m%;ugr31_l%;ugr13%;ugr13_s%;ugr13_m%;ugr13_l%
0;1;0;2;0;0.46513;0.52135;0.48861;0.46481;0.06166;0.10469;0.12484;0.06085;0.42767;0.24271;0.30209;0.42932;0.04554;0.13125;0.08446;0.04502;0.60195;0.89280;0.59606;0.88406;0.61321;0.90951;0.60126;0.89178;0.54650;0.81056;0.81405;0.02222;0.46552;0.83560;0.18595;0.97778;0.53448;0.16440;0.67422;0.01990;0.27481;0.69746;0.15401;0.87562;0.31552;0.13722;0.17176;0.10448;0.40967;0.16532;0.48319;49.25000;2.63889;0.43378;0.94004;137.25000;4.93519;0.82727;0.99270;59.75000;5.62037;0.90786
0;1;0;0;2;0.46446;0.52760;0.48706;0.46414;0.06211;0.10469;0.12676;0.06127;0.42786;0.24271;0.29822;0.42958;0.04558;0.12500;0.08797;0.04501;0.60610;0.89231;0.59985;0.88311;0.61767;0.90935;0.60532;0.89117;0.54996;0.80966;0.81331;0.02235;0.47391;0.83449;0.18669;0.97765;0.52609;0.16551;0.67925;0.02010;0.28989;0.70176;0.15592;0.87940;0.32181;0.13918;0.16483;0.10050;0.38830;0.15906;0.47222;48.75000;2.44954;0.42499;0.93132;136.25000;4.66972;0.82166;0.95756;58.75000;5.12844;0.87829
0;0;1;2;0;0.46358;0.51219;0.49107;0.46319;0.06142;0.15201;0.11910;0.06062;0.42735;0.25000;0.29723;0.42916;0.04764;0.08580;0.09260;0.04704;0.59506;0.89093;0.59051;0.88412;0.60481;0.90553;0.59425;0.88972;0.53920;0.80729;0.81609;0.03333;0.47059;0.83763;0.18391;0.96667;0.52941;0.16237;0.66791;0.03077;0.28000;0.69013;0.15052;0.89231;0.31500;0.13378;0.18158;0.07692;0.40500;0.17609;0.49721;31.50000;2.57143;0.44900;0.94792;89.50000;4.82143;0.83669;1.04093;36.50000;5.46429;0.95932
0;0;1;0;2;0.46339;0.55957;0.49047;0.46300;0.06158;0.10772;0.11754;0.06082;0.42727;0.23704;0.29610;0.42909;0.04776;0.09568;0.09589;0.04710;0.59776;0.89067;0.59310;0.88373;0.60764;0.90540;0.59694;0.88944;0.54152;0.80688;0.81785;0.01667;0.48739;0.83937;0.18215;0.98333;0.51261;0.16063;0.67113;0.01531;0.29820;0.69294;0.14947;0.90306;0.31362;0.13261;0.17940;0.08163;0.38817;0.17445;0.49002;64.33333;2.35345;0.44313;0.93544;182.33333;4.45690;0.82588;1.02462;75.00000;4.95690;0.94664
0;0;0;1;2;0.46301;0.47986;0.48736;0.46272;0.06160;0.11597;0.11742;0.06093;0.42714;0.33472;0.30477;0.42861;0.04824;0.06944;0.09045;0.04774;0.59656;0.89015;0.59221;0.88367;0.60608;0.90436;0.59576;0.88896;0.54023;0.80611;0.80375;0.02210;0.43860;0.82542;0.19625;0.97790;0.56140;0.17458;0.67017;0.02030;0.27473;0.69217;0.16364;0.89848;0.35165;0.14639;0.16619;0.08122;0.37363;0.16144;0.49215;48.25000;2.64000;0.44473;0.98049;136.75000;5.20000;0.86773;0.98811;56.25000;5.36000;0.91119
1;2;3;0;0;0.46608;0.57041;0.49833;0.46557;0.06498;0.15698;0.12687;0.06407;0.42545;0.18032;0.28772;0.42751;0.04349;0.09228;0.08708;0.04286;0.59398;0.89153;0.58560;0.87895;0.60861;0.91349;0.59354;0.89086;0.53913;0.80920;0.83576;0.03315;0.50622;0.85746;0.16424;0.96685;0.49378;0.14254;0.66625;0.02857;0.27416;0.69022;0.13093;0.83333;0.26742;0.11474;0.20283;0.13810;0.45843;0.19504;0.50094;34.00000;2.64754;0.44881;0.89397;92.33333;4.59836;0.78128;1.10980;43.66667;5.99180;1.01397
1;2;0;3;0;0.46696;0.54375;0.49457;0.46655;0.06629;0.15875;0.13004;0.06539;0.42436;0.19417;0.29584;0.42620;0.04239;0.10333;0.07955;0.04186;0.59366;0.89132;0.58409;0.87696;0.60985;0.91563;0.59342;0.89096;0.53901;0.80928;0.82630;0.02778;0.49367;0.84778;0.17370;0.97222;0.50633;0.15222;0.66604;0.02392;0.27594;0.68957;0.14001;0.83732;0.28302;0.12381;0.19394;0.13876;0.44104;0.18662;0.50140;40.80000;2.62393;0.45019;0.92184;110.80000;4.67521;0.80929;1.08377;52.40000;5.82051;0.99146
1;2;0;0;3;0.46682;0.54375;0.49486;0.46641;0.06658;0.15875;0.13008;0.06569;0.42417;0.19417;0.29090;0.42606;0.04243;0.10333;0.08417;0.04184;0.59533;0.89100;0.58566;0.87652;0.61176;0.91558;0.59511;0.89066;0.54043;0.80883;0.82769;0.02747;0.49573;0.84924;0.17231;0.97253;0.50427;0.15076;0.66816;0.02392;0.28087;0.69131;0.13910;0.84689;0.28571;0.12272;0.19273;0.12919;0.43341;0.18597;0.49664;40.80000;2.56034;0.44653;0.91300;111.60000;4.59483;0.80157;1.07354;51.60000;5.64655;0.98454
1;0;2;3;0;0.46601;0.54321;0.49894;0.46550;0.06573;0.18302;0.12250;0.06488;0.42428;0.22315;0.29204;0.42622;0.04398;0.05062;0.08652;0.04339;0.58684;0.89029;0.57842;0.87751;0.60161;0.91269;0.58648;0.88974;0.53216;0.80733;0.82834;0.03333;0.49587;0.84993;0.17166;0.96667;0.50413;0.15007;0.65916;0.02941;0.27842;0.68183;0.13660;0.85294;0.28306;0.12039;0.20424;0.11765;0.43852;0.19778;0.51708;33.00000;2.59167;0.46665;0.93156;91.00000;4.62500;0.81979;1.13678;41.00000;5.74167;1.04681
1;0;2;0;3;0.46612;0.53519;0.49668;0.46566;0.06605;0.17519;0.12235;0.06520;0.42381;0.22889;0.29084;0.42578;0.04402;0.06074;0.09013;0.04336;0.58954;0.88993;0.58103;0.87708;0.60462;0.91269;0.58925;0.88950;0.53458;0.80696;0.83168;0.02747;0.51452;0.85320;0.16832;0.97253;0.48548;0.14680;0.66245;0.02439;0.29384;0.68465;0.13407;0.86341;0.27725;0.11780;0.20347;0.11220;0.42891;0.19755;0.50954;40.00000;2.40323;0.46061;0.91431;110.80000;4.29032;0.80473;1.12384;49.20000;5.32258;1.03770
1;0;0;2;3;0.46605;0.51111;0.49257;0.46568;0.06667;0.19000;0.12095;0.06589;0.42376;0.24556;0.30066;0.42547;0.04352;0.05333;0.08581;0.04296;0.59153;0.88981;0.58227;0.87587;0.60728;0.91349;0.59123;0.88934;0.53631;0.80673;0.82129;0.02747;0.48718;0.84278;0.17871;0.97253;0.51282;0.15722;0.66479;0.02439;0.28861;0.68680;0.14466;0.86341;0.30380;0.12813;0.19055;0.11220;0.40759;0.18507;0.50424;40.00000;2.46491;0.45602;0.93944;110.80000;4.57018;0.82913;1.07751;49.20000;5.28947;0.99496
0;1;2;3;0;0.46642;0.55782;0.49183;0.46603;0.06680;0.13338;0.12967;0.06593;0.42364;0.19639;0.29407;0.42549;0.04313;0.11241;0.08443;0.04255;0.58534;0.89007;0.57612;0.87605;0.60121;0.91421;0.58511;0.88972;0.53092;0.80733;0.83288;0.02793;0.48954;0.85472;0.16712;0.97207;0.51046;0.14528;0.65763;0.02451;0.26292;0.68108;0.13195;0.85294;0.27416;0.11577;0.21042;0.12255;0.46292;0.20315;0.52061;39.80000;2.80342;0.46826;0.92190;109.40000;4.88889;0.80822;1.16054;49.80000;6.32479;1.06483
0;1;2;0;3;0.46600;0.56282;0.49201;0.46559;0.06719;0.13338;0.13326;0.06624;0.42360;0.19639;0.28762;0.42561;0.04321;0.10741;0.08711;0.04256;0.58868;0.88960;0.57931;0.87544;0.60489;0.91409;0.58846;0.88926;0.53380;0.80666;0.83465;0.02809;0.50826;0.85614;0.16535;0.97191;0.49174;0.14386;0.66174;0.02451;0.28211;0.68455;0.13110;0.84804;0.27294;0.11503;0.20717;0.12745;0.44495;0.20042;0.51117;39.80000;2.54472;0.46081;0.90739;109.00000;4.47967;0.79689;1.13730;50.20000;5.69919;1.04635
0;1;0;2;3;0.46623;0.52760;0.48868;0.46592;0.06745;0.10469;0.13324;0.06661;0.42355;0.24271;0.29818;0.42521;0.04276;0.12500;0.07990;0.04226;0.58985;0.88979;0.57999;0.87492;0.60646;0.91484;0.58965;0.88948;0.53494;0.80696;0.82407;0.02235;0.47414;0.84575;0.17593;0.97765;0.52586;0.15425;0.66291;0.01951;0.26506;0.68615;0.14152;0.85366;0.29398;0.12515;0.19557;0.12683;0.44096;0.18870;0.50850;50.25000;2.77273;0.45740;0.93548;137.75000;4.99091;0.82217;1.09852;63.25000;6.10000;1.00741
0;0;1;2;3;0.46520;0.52463;0.49343;0.46479;0.06692;0.14241;0.12993;0.06603;0.42333;0.27000;0.28919;0.42521;0.04455;0.06296;0.08745;0.04396;0.58475;0.88853;0.57625;0.87560;0.59988;0.91152;0.58447;0.88810;0.52964;0.80479;0.82825;0.02793;0.49167;0.84987;0.17175;0.97207;0.50833;0.15013;0.65811;0.02525;0.27700;0.68035;0.13647;0.87879;0.28638;0.12018;0.20541;0.09596;0.43662;0.19947;0.51949;38.60000;2.61017;0.46984;0.93424;108.20000;4.67797;0.82313;1.14374;46.20000;5.76271;1.05623
1;2;3;4;0;0.46753;0.57041;0.49464;0.46708;0.06966;0.15698;0.13552;0.06868;0.42147;0.18032;0.28834;0.42350;0.04135;0.09228;0.08150;0.04075;0.57866;0.88900;0.56744;0.87177;0.59733;0.91768;0.57871;0.88907;0.52484;0.80632;0.83947;0.03371;0.51440;0.86095;0.16053;0.96629;0.48560;0.13905;0.65091;0.02857;0.26709;0.67438;0.12447;0.81905;0.25214;0.10892;0.22462;0.15238;0.48077;0.21670;0.53631;34.00000;2.74400;0.48284;0.91876;91.33333;4.63200;0.80585;1.22648;44.66667;6.34400;1.12550
1;2;3;0;4;0.46764;0.57041;0.49915;0.46713;0.06993;0.15698;0.13278;0.06899;0.42115;0.18032;0.28274;0.42325;0.04128;0.09228;0.08532;0.04063;0.57963;0.88879;0.56835;0.87150;0.59859;0.91786;0.57974;0.88897;0.52573;0.80614;0.84077;0.03315;0.51867;0.86239;0.15923;0.96685;0.48133;0.13761;0.65215;0.02817;0.27115;0.67549;0.12351;0.82160;0.25163;0.10779;0.22434;0.15023;0.47722;0.21672;0.53338;34.50000;2.68800;0.48040;0.91215;92.83333;4.54400;0.79955;1.22139;45.16667;6.20800;1.12206
1;2;0;3;4;0.46756;0.54375;0.49384;0.46717;0.07047;0.15875;0.13381;0.06957;0.42122;0.19417;0.29263;0.42308;0.04075;0.10333;0.07972;0.04019;0.58248;0.88879;0.57047;0.87046;0.60214;0.91878;0.58257;0.88892;0.52829;0.80609;0.83251;0.02778;0.50211;0.85405;0.16749;0.97222;0.49789;0.14595;0.65537;0.02358;0.26923;0.67874;0.13185;0.82547;0.26697;0.11599;0.21278;0.15094;0.46380;0.20528;0.52586;41.40000;2.71429;0.47333;0.92822;111.40000;4.69748;0.81510;1.17521;54.20000;6.15966;1.07821
1;0;2;3;4;0.46693;0.54321;0.49783;0.46645;0.06990;0.18302;0.12695;0.06903;0.42099;0.22315;0.28867;0.42295;0.04219;0.05062;0.08656;0.04157;0.57730;0.88792;0.56635;0.87108;0.59568;0.91618;0.57733;0.88797;0.52310;0.80456;0.83641;0.03315;0.51037;0.85804;0.16359;0.96685;0.48963;0.14196;0.65017;0.02899;0.27394;0.67270;0.12716;0.84541;0.26281;0.11130;0.22266;0.12560;0.46325;0.21601;0.53805;33.50000;2.65041;0.48655;0.92922;91.83333;4.56911;0.81745;1.22299;42.16667;6.03252;1.12876
0;1;2;3;4;0.46717;0.56282;0.49066;0.46681;0.07090;0.13338;0.13746;0.06998;0.42057;0.19639;0.28938;0.42244;0.04135;0.10741;0.08250;0.04077;0.57562;0.88774;0.56396;0.86976;0.59502;0.91766;0.57576;0.88796;0.52170;0.80458;0.83919;0.02809;0.49791;0.86100;0.16081;0.97191;0.50209;0.13900;0.64841;0.02404;0.25813;0.67174;0.12425;0.83173;0.26030;0.10844;0.22734;0.14423;0.48156;0.21982;0.54224;40.60000;2.87395;0.48868;0.92548;109.80000;4.89076;0.81155;1.24348;52.60000;6.60504;1.14316
1;2;3;4;5;0.46829;0.57041;0.49468;0.46785;0.07306;0.15698;0.13864;0.07207;0.41866;0.18032;0.28476;0.42072;0.03999;0.09228;0.08192;0.03936;0.56881;0.88695;0.55580;0.86666;0.59027;0.92041;0.56922;0.88759;0.51560;0.80397;0.84346;0.03352;0.52263;0.86499;0.15654;0.96648;0.47737;0.13501;0.64132;0.02804;0.26078;0.66481;0.11902;0.80841;0.23819;0.10376;0.23966;0.16355;0.50103;0.23143;0.55930;34.66667;2.83465;0.50419;0.93047;92.33333;4.66142;0.81634;1.30671;46.33333;6.67717;1.20040
