hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;detectors_htc_r101_20e_coco;cascade_mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);tp%;tp_s%;tp_m%;tp_l%;fp%;fp_s%;fp_m%;fp_l%;tn%;tn_s%;tn_m%;tn_l%;fn%;fn_s%;fn_m%;fn_l%;oa_full;oa_correct;p_full;p_correct;r_full;r_correct;f1_full;f1_correct;iou_full;iou_correct;cg%;cg_s%;cg_m%;cg_l%;ng%;ng_s%;ng_m%;ng_l%;tcg%;tcg_s%;tcg_m%;tcg_l%;tng%;tng_s%;tng_m%;tng_l%;tig%;tig_s%;tig_m%;tig_l%;ugr11%;ugr11_s%;ugr11_m%;ugr11_l%;ugr31%;ugr31_s%;ugr31_m%;ugr31_l%;ugr13%;ugr13_s%;ugr13_m%;ugr13_l%
0;1;0;2;0;0.46804;nan;0.49644;0.46776;0.06068;nan;0.12474;0.06005;0.42899;nan;0.30079;0.43025;0.04229;nan;0.07803;0.04194;0.62571;0.89704;0.61789;0.88583;0.63882;0.91584;0.62511;0.89618;0.57016;0.81740;0.74807;0.00000;0.36111;0.76917;0.25193;1.00000;0.63889;0.23083;0.69753;0.00000;0.31325;0.71760;0.23490;0.98907;0.55422;0.21535;0.06757;0.01093;0.13253;0.06705;0.43364;inf;2.19231;0.39354;1.10717;inf;5.73077;0.99374;0.62739;inf;3.03846;0.58041
0;1;0;0;2;0.46835;nan;0.49415;0.46812;0.06080;nan;0.12072;0.06026;0.42851;nan;0.30559;0.42964;0.04233;nan;0.07953;0.04199;0.62616;0.89687;0.61839;0.88574;0.63943;0.91588;0.62562;0.89610;0.57060;0.81728;0.74798;0.00000;0.34928;0.76904;0.25202;1.00000;0.65072;0.23096;0.69816;0.00000;0.30290;0.71809;0.23523;1.00000;0.56432;0.21566;0.06660;0.00000;0.13278;0.06625;0.43233;inf;2.30137;0.39259;1.10619;inf;6.02740;0.99324;0.62312;inf;3.17808;0.57712
0;0;1;2;0;0.46651;0.42500;0.49917;0.46619;0.06052;0.17500;0.11449;0.05998;0.42869;0.30000;0.29739;0.43000;0.04428;0.10000;0.08895;0.04383;0.62250;0.89520;0.61603;0.88589;0.63424;0.91207;0.62182;0.89421;0.56621;0.81424;0.74900;0.00546;0.36239;0.77024;0.25100;0.99454;0.63761;0.22976;0.69538;0.00538;0.31225;0.71555;0.23303;0.97849;0.54941;0.21345;0.07159;0.01613;0.13834;0.07100;0.43806;185.00000;2.20253;0.39752;1.10828;549.00000;5.72152;0.99412;0.64395;191.00000;3.08861;0.59597
0;0;1;0;2;0.46639;0.45000;0.49930;0.46611;0.06034;0.17500;0.11338;0.05986;0.42914;0.30000;0.29835;0.43030;0.04413;0.07500;0.08897;0.04373;0.62261;0.89553;0.61608;0.88614;0.63424;0.91225;0.62188;0.89449;0.56640;0.81467;0.74427;0.00549;0.33493;0.76545;0.25573;0.99451;0.66507;0.23455;0.69524;0.00546;0.28340;0.71576;0.23888;0.98907;0.56275;0.21932;0.06588;0.00546;0.15385;0.06491;0.43835;182.00000;2.52857;0.39711;1.12555;544.00000;6.50000;1.00994;0.62785;184.00000;3.61429;0.57849
0;0;0;1;2;0.46588;0.48750;0.49608;0.46558;0.06049;0.03750;0.11887;0.05993;0.42760;0.35000;0.29798;0.42886;0.04603;0.12500;0.08708;0.04562;0.62237;0.89348;0.61715;0.88598;0.63313;0.90893;0.62182;0.89268;0.56548;0.81181;0.75364;0.01093;0.36150;0.77478;0.24636;0.98907;0.63850;0.22522;0.69657;0.01070;0.30556;0.71678;0.22770;0.96791;0.53968;0.20836;0.07573;0.02139;0.15476;0.07486;0.43561;92.50000;2.27273;0.39513;1.08939;273.50000;5.80519;0.97650;0.65304;96.50000;3.28571;0.60400
1;2;3;0;0;0.46512;nan;0.49218;0.46484;0.04734;nan;0.09801;0.04681;0.43663;nan;0.30923;0.43799;0.05090;nan;0.10058;0.05037;0.62600;0.90175;0.63031;0.90796;0.62464;0.89980;0.62456;0.89969;0.57132;0.82299;0.73221;0.00000;0.37900;0.75243;0.26779;1.00000;0.62100;0.24757;0.69420;0.00000;0.34016;0.71365;0.25389;0.99451;0.55738;0.23480;0.05190;0.00549;0.10246;0.05155;0.44050;inf;1.93976;0.40126;1.17197;inf;5.21687;1.05930;0.59004;inf;2.54217;0.54572
1;2;0;3;0;0.46509;0.38889;0.49791;0.46476;0.04813;0.30556;0.10380;0.04753;0.43610;0.30556;0.30396;0.43748;0.05067;0.00000;0.09433;0.05023;0.62940;0.90119;0.63322;0.90666;0.62866;0.90014;0.62798;0.89917;0.57418;0.82213;0.73917;0.00546;0.37156;0.75983;0.26083;0.99454;0.62844;0.24017;0.69840;0.00541;0.32530;0.71856;0.24645;0.98378;0.55020;0.22712;0.05515;0.01081;0.12450;0.05432;0.43184;184.00000;2.07407;0.39168;1.13758;548.00000;5.45679;1.02385;0.58976;188.00000;2.83951;0.54287
1;2;0;0;3;0.46550;nan;0.49623;0.46519;0.04776;nan;0.10016;0.04725;0.43602;nan;0.30969;0.43726;0.05072;nan;0.09392;0.05030;0.62736;0.90152;0.63148;0.90744;0.62644;0.90020;0.62601;0.89958;0.57256;0.82277;0.73508;0.00000;0.35648;0.75578;0.26492;1.00000;0.64352;0.24422;0.69589;0.00000;0.30800;0.71624;0.25079;1.00000;0.55600;0.23144;0.05332;0.00000;0.13600;0.05231;0.43701;inf;2.24675;0.39618;1.15779;inf;5.85714;1.04245;0.59025;inf;3.12987;0.54226
1;0;2;3;0;0.46418;0.46891;0.49876;0.46382;0.04842;0.27981;0.09878;0.04785;0.43576;0.17564;0.30491;0.43716;0.05164;0.07564;0.09755;0.05116;0.62621;0.89994;0.63039;0.90595;0.62510;0.89835;0.62478;0.89788;0.57060;0.82003;0.73870;0.01093;0.36530;0.75942;0.26130;0.98907;0.63470;0.24058;0.69583;0.01081;0.32389;0.71569;0.24613;0.97838;0.56275;0.22672;0.05804;0.01081;0.11336;0.05759;0.43713;91.50000;2.08750;0.39726;1.14458;272.50000;5.56250;1.03084;0.60394;93.50000;2.78750;0.55819
1;0;2;0;3;0.46394;0.48141;0.49856;0.46362;0.04828;0.29263;0.09670;0.04777;0.43594;0.16282;0.30252;0.43726;0.05183;0.06314;0.10222;0.05136;0.62482;0.89989;0.62929;0.90632;0.62345;0.89791;0.62336;0.89779;0.56929;0.81991;0.73351;0.01099;0.34272;0.75419;0.26649;0.98901;0.65728;0.24581;0.69433;0.01087;0.30417;0.71435;0.25226;0.97826;0.58333;0.23283;0.05340;0.01087;0.11250;0.05282;0.44023;91.00000;2.28767;0.39987;1.16686;271.00000;6.12329;1.05172;0.59405;93.00000;3.02740;0.54777
1;0;0;2;3;0.46376;0.48750;0.49062;0.46349;0.04969;0.03750;0.10875;0.04911;0.43453;0.35000;0.30441;0.43583;0.05202;0.12500;0.09622;0.05156;0.62928;0.89829;0.63323;0.90393;0.62871;0.89748;0.62790;0.89631;0.57274;0.81757;0.74279;0.01099;0.36111;0.76356;0.25721;0.98901;0.63889;0.23644;0.70053;0.01093;0.31325;0.72078;0.24258;0.98361;0.55422;0.22319;0.05688;0.00546;0.13253;0.05603;0.42748;90.50000;2.19231;0.38738;1.12005;270.50000;5.73077;1.00669;0.58988;91.50000;3.03846;0.54284
0;1;2;3;0;0.46440;nan;0.49113;0.46415;0.04754;nan;0.09763;0.04707;0.43694;nan;0.31165;0.43811;0.05113;nan;0.09958;0.05068;0.62294;0.90133;0.62707;0.90731;0.62137;0.89906;0.62134;0.89903;0.56799;0.82183;0.72794;0.00000;0.34272;0.74868;0.27206;1.00000;0.65728;0.25132;0.69113;0.00000;0.30672;0.71133;0.25830;0.97861;0.58824;0.23879;0.05057;0.02139;0.10504;0.04988;0.44691;inf;2.26027;0.40582;1.19439;inf;6.09589;1.07720;0.59324;inf;2.94521;0.54606
0;1;2;0;3;0.46435;nan;0.49862;0.46405;0.04746;nan;0.09702;0.04703;0.43704;nan;0.30720;0.43818;0.05114;nan;0.09716;0.05074;0.62127;0.90139;0.62549;0.90753;0.61959;0.89896;0.61967;0.89908;0.56648;0.82190;0.72562;0.00000;0.32536;0.74639;0.27438;1.00000;0.67464;0.25361;0.68923;0.00000;0.28571;0.70957;0.26062;0.99454;0.59244;0.24110;0.05015;0.00546;0.12185;0.04934;0.45090;inf;2.50000;0.40931;1.20716;inf;6.64706;1.08888;0.59642;inf;3.35294;0.54837
0;1;0;2;3;0.46404;nan;0.49095;0.46379;0.04861;nan;0.10342;0.04810;0.43536;nan;0.30922;0.43652;0.05199;nan;0.09641;0.05158;0.62451;0.89940;0.62880;0.90558;0.62319;0.89751;0.62301;0.89725;0.56870;0.81902;0.73360;0.00000;0.33962;0.75450;0.26640;1.00000;0.66038;0.24550;0.69436;0.00000;0.29752;0.71478;0.25215;0.98913;0.57851;0.23257;0.05349;0.01087;0.12397;0.05265;0.44017;inf;2.36111;0.39903;1.16646;inf;6.25000;1.04978;0.59423;inf;3.19444;0.54634
0;0;1;2;3;0.46298;0.42500;0.49444;0.46270;0.04903;0.07500;0.10221;0.04856;0.43535;0.40000;0.30521;0.43650;0.05264;0.10000;0.09813;0.05223;0.62072;0.89833;0.62519;0.90479;0.61916;0.89608;0.61917;0.89609;0.56462;0.81713;0.73156;0.00546;0.33014;0.75243;0.26844;0.99454;0.66986;0.24757;0.69097;0.00538;0.28750;0.71140;0.25355;0.97849;0.58333;0.23407;0.05548;0.01613;0.12917;0.05453;0.44723;185.00000;2.47826;0.40568;1.18113;549.00000;6.53623;1.06373;0.60781;191.00000;3.37681;0.55900
1;2;3;4;0;0.46601;0.40694;0.50004;0.46564;0.05348;0.24028;0.11223;0.05277;0.43268;0.30278;0.30080;0.43422;0.04782;0.05000;0.08693;0.04737;0.64254;0.89870;0.64177;0.89762;0.64735;0.90542;0.64137;0.89706;0.58546;0.81886;0.77368;0.01105;0.41778;0.79472;0.22632;0.98895;0.58222;0.20528;0.71497;0.01093;0.35338;0.73504;0.20914;0.97814;0.49248;0.18987;0.07589;0.01093;0.15414;0.07509;0.39866;90.50000;1.82979;0.36047;0.98369;269.50000;4.61702;0.87709;0.61094;92.50000;2.70213;0.56479
1;2;3;0;4;0.46566;0.45000;0.50131;0.46526;0.05357;0.17500;0.10732;0.05295;0.43306;0.30000;0.29939;0.43458;0.04771;0.07500;0.09197;0.04721;0.64332;0.89872;0.64235;0.89737;0.64825;0.90560;0.64209;0.89700;0.58610;0.81879;0.77201;0.00552;0.41704;0.79302;0.22799;0.99448;0.58296;0.20698;0.71582;0.00543;0.35496;0.73598;0.21139;0.97826;0.49618;0.19209;0.07279;0.01630;0.14885;0.07193;0.39700;183.00000;1.81720;0.35874;0.98762;543.00000;4.61290;0.88074;0.60036;189.00000;2.65591;0.55422
1;2;0;3;4;0.46594;0.45463;0.49329;0.46562;0.05445;0.12685;0.11275;0.05374;0.43199;0.33519;0.30308;0.43353;0.04763;0.08333;0.09089;0.04711;0.63983;0.89792;0.63849;0.89604;0.64542;0.90576;0.63873;0.89638;0.58272;0.81777;0.77155;0.01657;0.42291;0.79236;0.22845;0.98343;0.57709;0.20764;0.71257;0.01639;0.35294;0.73266;0.21099;0.97268;0.48162;0.19199;0.07644;0.01093;0.16544;0.07535;0.40337;60.00000;1.83333;0.36490;0.99555;178.66667;4.56250;0.88900;0.61792;61.33333;2.77083;0.57059
1;0;2;3;4;0.46537;0.48750;0.49257;0.46506;0.05469;0.08750;0.11173;0.05403;0.43149;0.30000;0.30175;0.43300;0.04844;0.12500;0.09395;0.04791;0.63918;0.89686;0.63824;0.89555;0.64446;0.90428;0.63812;0.89538;0.58165;0.81615;0.77220;0.01105;0.41228;0.79340;0.22780;0.98895;0.58772;0.20660;0.71268;0.01093;0.33935;0.73335;0.21024;0.97814;0.48375;0.19096;0.07707;0.01093;0.17690;0.07569;0.40315;90.50000;1.94681;0.36360;0.99315;269.50000;4.79787;0.88439;0.61944;92.50000;2.98936;0.57002
0;1;2;3;4;0.46555;0.42500;0.49645;0.46523;0.05421;0.07500;0.10610;0.05366;0.43229;0.40000;0.30440;0.43364;0.04795;0.10000;0.09305;0.04747;0.63950;0.89784;0.63840;0.89629;0.64460;0.90500;0.63832;0.89619;0.58223;0.81743;0.76719;0.00552;0.38914;0.78853;0.23281;0.99448;0.61086;0.21147;0.71227;0.00541;0.32576;0.73313;0.21614;0.97297;0.51136;0.19661;0.07159;0.02162;0.16288;0.07026;0.40397;184.00000;2.06977;0.36401;1.01089;544.00000;5.20930;0.90038;0.60498;192.00000;3.06977;0.55568
1;2;3;4;5;0.46428;0.45000;0.50044;0.46388;0.04888;0.17500;0.10666;0.04823;0.43546;0.30000;0.29993;0.43695;0.05138;0.07500;0.09298;0.05093;0.64038;0.89974;0.64428;0.90522;0.63956;0.89858;0.63882;0.89755;0.58331;0.81956;0.75995;0.00552;0.39462;0.78097;0.24005;0.99448;0.60538;0.21903;0.71174;0.00543;0.34241;0.73206;0.22482;0.97826;0.52529;0.20531;0.06344;0.01630;0.13230;0.06262;0.40501;183.00000;1.92045;0.36600;1.03675;543.00000;4.98864;0.92692;0.58327;189.00000;2.69318;0.53709
