hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;detectors_htc_r101_20e_coco;cascade_mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);tp%;tp_s%;tp_m%;tp_l%;fp%;fp_s%;fp_m%;fp_l%;tn%;tn_s%;tn_m%;tn_l%;fn%;fn_s%;fn_m%;fn_l%;oa_full;oa_correct;p_full;p_correct;r_full;r_correct;f1_full;f1_correct;iou_full;iou_correct;cg%;cg_s%;cg_m%;cg_l%;ng%;ng_s%;ng_m%;ng_l%;tcg%;tcg_s%;tcg_m%;tcg_l%;tng%;tng_s%;tng_m%;tng_l%;tig%;tig_s%;tig_m%;tig_l%;ugr11%;ugr11_s%;ugr11_m%;ugr11_l%;ugr31%;ugr31_s%;ugr31_m%;ugr31_l%;ugr13%;ugr13_s%;ugr13_m%;ugr13_l%
0;1;0;2;0;0.46513;0.52135;0.48861;0.46481;0.06166;0.10469;0.12484;0.06085;0.42767;0.24271;0.30209;0.42932;0.04554;0.13125;0.08446;0.04502;0.61398;0.89280;0.60797;0.88406;0.62547;0.90951;0.61328;0.89178;0.55742;0.81056;0.81405;0.02222;0.46552;0.83560;0.18595;0.97778;0.53448;0.16440;0.68770;0.02030;0.29268;0.71044;0.15709;0.89340;0.33604;0.13978;0.15521;0.08629;0.37127;0.14978;0.45412;48.25000;2.41667;0.40757;0.91098;136.25000;4.71296;0.80106;0.90551;56.75000;4.95370;0.82923
0;1;0;0;2;0.46446;0.52760;0.48706;0.46414;0.06211;0.10469;0.12676;0.06127;0.42786;0.24271;0.29822;0.42958;0.04558;0.12500;0.08797;0.04501;0.61647;0.89231;0.61011;0.88311;0.62824;0.90935;0.61568;0.89117;0.55937;0.80966;0.81331;0.02235;0.47391;0.83449;0.18669;0.97765;0.52609;0.16551;0.69086;0.02030;0.31054;0.71274;0.15859;0.88832;0.34473;0.14136;0.15055;0.09137;0.34473;0.14589;0.44746;48.25000;2.22018;0.40303;0.90656;135.75000;4.44037;0.79970;0.88329;57.25000;4.44037;0.81241
0;0;1;2;0;0.46358;0.51219;0.49107;0.46319;0.06142;0.15201;0.11910;0.06062;0.42735;0.25000;0.29723;0.42916;0.04764;0.08580;0.09260;0.04704;0.60950;0.89093;0.60484;0.88412;0.61949;0.90553;0.60867;0.88972;0.55228;0.80729;0.81609;0.03333;0.47059;0.83763;0.18391;0.96667;0.52941;0.16237;0.68412;0.03125;0.30435;0.70568;0.15417;0.90625;0.34239;0.13679;0.16171;0.06250;0.35326;0.15753;0.46174;31.00000;2.28571;0.41708;0.91245;89.00000;4.53571;0.80477;0.93451;35.00000;4.60714;0.86355
0;0;1;0;2;0.46339;0.55957;0.49047;0.46300;0.06158;0.10772;0.11754;0.06082;0.42727;0.23704;0.29610;0.42909;0.04776;0.09568;0.09589;0.04710;0.61163;0.89067;0.60687;0.88373;0.62175;0.90540;0.61080;0.88944;0.55410;0.80688;0.81785;0.01667;0.48739;0.83937;0.18215;0.98333;0.51261;0.16063;0.68672;0.01546;0.31522;0.70847;0.15294;0.91237;0.33152;0.13558;0.16034;0.07216;0.35326;0.15595;0.45621;63.66667;2.17241;0.41150;0.90163;181.66667;4.27586;0.79425;0.92319;73.00000;4.41379;0.85175
0;0;0;1;2;0.46301;0.47986;0.48736;0.46272;0.06160;0.11597;0.11742;0.06093;0.42714;0.33472;0.30477;0.42861;0.04824;0.06944;0.09045;0.04774;0.60866;0.89015;0.60422;0.88367;0.61838;0.90436;0.60785;0.88896;0.55119;0.80611;0.80375;0.02210;0.43860;0.82542;0.19625;0.97790;0.56140;0.17458;0.68377;0.02051;0.29674;0.70517;0.16696;0.90769;0.37982;0.14914;0.14927;0.07179;0.32344;0.14568;0.46248;47.75000;2.37000;0.41809;0.95082;136.25000;4.93000;0.84108;0.89910;54.75000;4.55000;0.83127
1;2;3;0;0;0.46793;0.45000;0.50285;0.46754;0.06476;0.20000;0.12563;0.06407;0.42640;0.27500;0.29156;0.42792;0.04090;0.07500;0.07996;0.04046;0.63913;0.89433;0.62838;0.87929;0.65641;0.91851;0.63872;0.89375;0.58152;0.81372;0.79104;0.00546;0.42152;0.81284;0.20896;0.99454;0.57848;0.18716;0.71464;0.00535;0.33813;0.73535;0.18878;0.97326;0.46403;0.16931;0.09657;0.02139;0.19784;0.09534;0.39930;186.00000;1.95745;0.35991;0.92762;550.00000;4.70213;0.82040;0.66956;194.00000;3.12766;0.61922
1;2;0;3;0;0.46924;0.50000;0.50334;0.46884;0.06603;0.10000;0.13492;0.06523;0.42458;0.28750;0.28805;0.42618;0.04016;0.11250;0.07368;0.03976;0.63415;0.89382;0.62269;0.87767;0.65281;0.92012;0.63411;0.89376;0.57726;0.81363;0.78723;0.01105;0.42667;0.80860;0.21277;0.98895;0.57333;0.19140;0.70948;0.01087;0.34657;0.72941;0.19175;0.97283;0.46570;0.17265;0.09876;0.01630;0.18773;0.09794;0.40948;91.00000;1.88542;0.37098;0.95002;270.00000;4.57292;0.84438;0.68788;94.00000;2.96875;0.63952
1;2;0;0;3;0.46903;0.50000;0.50265;0.46864;0.06655;0.10000;0.13102;0.06580;0.42428;0.28750;0.28885;0.42587;0.04014;0.11250;0.07749;0.03969;0.63769;0.89331;0.62590;0.87679;0.65688;0.92019;0.63768;0.89329;0.58030;0.81291;0.78797;0.01093;0.43243;0.80929;0.21203;0.98907;0.56757;0.19071;0.71385;0.01075;0.34909;0.73406;0.19208;0.97312;0.45818;0.17298;0.09407;0.01613;0.19273;0.09296;0.40085;92.00000;1.86458;0.36228;0.93900;273.00000;4.48958;0.83357;0.66439;95.00000;2.96875;0.61556
1;0;2;3;0;0.46826;0.46296;0.50589;0.46783;0.06553;0.17778;0.12216;0.06484;0.42470;0.28426;0.29091;0.42630;0.04151;0.07500;0.08104;0.04104;0.63371;0.89296;0.62323;0.87820;0.65114;0.91752;0.63353;0.89270;0.57618;0.81190;0.78705;0.01648;0.42544;0.80853;0.21295;0.98352;0.57456;0.19147;0.70967;0.01630;0.34035;0.72995;0.19202;0.97283;0.45965;0.17286;0.09831;0.01087;0.20000;0.09719;0.40910;60.33333;1.93814;0.36996;0.95025;179.66667;4.63918;0.84359;0.68616;61.66667;3.11340;0.63624
1;0;2;0;3;0.46814;0.50000;0.50406;0.46774;0.06597;0.10000;0.12097;0.06535;0.42462;0.28750;0.29221;0.42612;0.04127;0.11250;0.08276;0.04079;0.63383;0.89276;0.62289;0.87735;0.65179;0.91806;0.63365;0.89251;0.57623;0.81163;0.78612;0.01093;0.41704;0.80773;0.21388;0.98907;0.58296;0.19227;0.70996;0.01093;0.32404;0.73079;0.19316;0.98907;0.45296;0.17395;0.09687;0.00000;0.22300;0.09526;0.40852;90.50000;2.08602;0.36839;0.95267;271.50000;4.88172;0.84446;0.68142;90.50000;3.46237;0.62910
1;0;0;2;3;0.46827;0.46296;0.50162;0.46791;0.06612;0.17778;0.12435;0.06546;0.42401;0.28426;0.29497;0.42545;0.04159;0.07500;0.07906;0.04117;0.62902;0.89229;0.61838;0.87719;0.64676;0.91744;0.62894;0.89217;0.57178;0.81108;0.78417;0.01639;0.40541;0.80582;0.21583;0.98361;0.59459;0.19418;0.70495;0.01622;0.32374;0.72521;0.19403;0.97297;0.47482;0.17475;0.10102;0.01081;0.20144;0.10004;0.41853;60.66667;2.08889;0.37892;0.96900;180.66667;5.02222;0.86085;0.70512;62.00000;3.33333;0.65482
0;1;2;3;0;0.46838;0.42500;0.50324;0.46801;0.06652;0.17500;0.12841;0.06584;0.42466;0.30000;0.29277;0.42609;0.04045;0.10000;0.07557;0.04006;0.63499;0.89304;0.62329;0.87658;0.65371;0.91937;0.63480;0.89276;0.57742;0.81207;0.78640;0.00552;0.40541;0.80817;0.21360;0.99448;0.59459;0.19183;0.71105;0.00543;0.32847;0.73152;0.19314;0.97826;0.48175;0.17363;0.09581;0.01630;0.18978;0.09484;0.40637;183.00000;2.04444;0.36701;0.94962;543.00000;4.97778;0.84172;0.67587;189.00000;3.20000;0.62631
0;1;2;0;3;0.46807;0.45000;0.50204;0.46770;0.06702;0.17500;0.13023;0.06630;0.42447;0.30000;0.28946;0.42598;0.04044;0.07500;0.07828;0.04001;0.63747;0.89255;0.62554;0.87584;0.65666;0.91941;0.63729;0.89229;0.57950;0.81139;0.78658;0.00552;0.42081;0.80800;0.21342;0.99448;0.57919;0.19200;0.71421;0.00546;0.34444;0.73432;0.19378;0.98361;0.47407;0.17449;0.09200;0.01093;0.18148;0.09119;0.40014;182.00000;1.90323;0.36180;0.94279;542.00000;4.65591;0.83705;0.65778;186.00000;2.95699;0.61016
0;1;0;2;3;0.46835;0.48750;0.49429;0.46806;0.06702;0.03750;0.13424;0.06628;0.42406;0.35000;0.29663;0.42550;0.04057;0.12500;0.07484;0.04017;0.63211;0.89241;0.62036;0.87583;0.65098;0.91906;0.63199;0.89225;0.57462;0.81125;0.78436;0.01111;0.41892;0.80559;0.21564;0.98889;0.58108;0.19441;0.70831;0.01099;0.34066;0.72811;0.19474;0.97802;0.47253;0.17571;0.09695;0.01099;0.18681;0.09618;0.41181;90.00000;1.93548;0.37341;0.96167;268.00000;4.70968;0.85607;0.68556;92.00000;3.03226;0.63759
0;0;1;2;3;0.46773;0.48750;0.49881;0.46737;0.06655;0.08750;0.13011;0.06582;0.42358;0.30000;0.28877;0.42515;0.04214;0.12500;0.08231;0.04166;0.62899;0.89131;0.61857;0.87656;0.64670;0.91641;0.62894;0.89124;0.57134;0.80963;0.78315;0.01105;0.41667;0.80469;0.21685;0.98895;0.58333;0.19531;0.70569;0.01087;0.33217;0.72611;0.19540;0.97283;0.46503;0.17624;0.09891;0.01630;0.20280;0.09765;0.41706;91.00000;2.01053;0.37720;0.97085;270.00000;4.81053;0.86264;0.69739;94.00000;3.23158;0.64617
1;2;3;4;0;0.46910;0.50000;0.50058;0.46873;0.06975;0.10000;0.13858;0.06893;0.42208;0.28750;0.28626;0.42372;0.03907;0.11250;0.07457;0.03863;0.63264;0.89119;0.61886;0.87177;0.65458;0.92209;0.63281;0.89142;0.57499;0.80998;0.80375;0.01111;0.43913;0.82560;0.19625;0.98889;0.56087;0.17440;0.70988;0.01081;0.34007;0.73029;0.17333;0.96216;0.43434;0.15427;0.11678;0.02703;0.22559;0.11544;0.40868;91.50000;1.94059;0.36932;0.89702;269.50000;4.49505;0.79180;0.73770;96.50000;3.26733;0.68548
1;2;3;0;4;0.46903;0.50000;0.50400;0.46861;0.07007;0.10000;0.13478;0.06931;0.42186;0.28750;0.28482;0.42349;0.03904;0.11250;0.07639;0.03859;0.63510;0.89089;0.62107;0.87120;0.65743;0.92221;0.63527;0.89112;0.57710;0.80952;0.80523;0.01093;0.44248;0.82716;0.19477;0.98907;0.55752;0.17284;0.71289;0.01070;0.33784;0.73362;0.17243;0.96791;0.42568;0.15329;0.11468;0.02139;0.23649;0.11309;0.40274;92.50000;1.96000;0.36311;0.88649;273.50000;4.48000;0.78102;0.72448;96.50000;3.36000;0.67141
1;2;0;3;4;0.46955;0.50000;0.50334;0.46915;0.07035;0.10000;0.13910;0.06955;0.42119;0.28750;0.28568;0.42277;0.03892;0.11250;0.07188;0.03853;0.63081;0.89073;0.61679;0.87093;0.65330;0.92249;0.63113;0.89118;0.57334;0.80958;0.80171;0.01105;0.43750;0.82337;0.19829;0.98895;0.56250;0.17663;0.70820;0.01081;0.33910;0.72830;0.17516;0.96757;0.43599;0.15623;0.11664;0.02162;0.22491;0.11547;0.41204;91.50000;1.94898;0.37307;0.90671;270.50000;4.52041;0.80211;0.74144;95.50000;3.27551;0.69016
1;0;2;3;4;0.46877;0.46296;0.50616;0.46834;0.06970;0.17778;0.12724;0.06901;0.42160;0.28426;0.28758;0.42318;0.03993;0.07500;0.07902;0.03948;0.62813;0.89037;0.61490;0.87161;0.64948;0.92063;0.62832;0.89063;0.57049;0.80866;0.79948;0.01639;0.42920;0.82137;0.20052;0.98361;0.57080;0.17863;0.70548;0.01622;0.32441;0.72606;0.17694;0.97297;0.43144;0.15790;0.11758;0.01081;0.24415;0.11604;0.41748;60.66667;2.08247;0.37729;0.91910;180.66667;4.74227;0.81224;0.75081;62.00000;3.58763;0.69692
0;1;2;3;4;0.46890;0.48750;0.49840;0.46856;0.07088;0.08750;0.13791;0.07012;0.42104;0.30000;0.28909;0.42257;0.03917;0.12500;0.07460;0.03875;0.63051;0.88994;0.61638;0.86999;0.65315;0.92190;0.63079;0.89034;0.57264;0.80826;0.80328;0.01111;0.43498;0.82495;0.19672;0.98889;0.56502;0.17505;0.70849;0.01087;0.33798;0.72846;0.17350;0.96739;0.43902;0.15458;0.11801;0.02174;0.22300;0.11696;0.41146;91.00000;1.95876;0.37275;0.90124;269.00000;4.55670;0.79715;0.74460;95.00000;3.27835;0.69385
1;2;3;4;5;0.46750;0.50000;0.49563;0.46716;0.06038;0.10000;0.13247;0.05952;0.42804;0.28750;0.29106;0.42969;0.04408;0.11250;0.08083;0.04363;0.64036;0.89554;0.63404;0.88671;0.65257;0.91262;0.63989;0.89488;0.58308;0.81543;0.78751;0.01111;0.43612;0.80868;0.21249;0.98889;0.56388;0.19132;0.71506;0.01105;0.35740;0.73490;0.19294;0.98343;0.46209;0.17387;0.09200;0.00552;0.18051;0.09123;0.39849;89.50000;1.79798;0.36072;0.93814;267.50000;4.38384;0.83389;0.65583;90.50000;2.80808;0.60899
