hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;detectors_htc_r101_20e_coco;cascade_mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);tp%;tp_s%;tp_m%;tp_l%;fp%;fp_s%;fp_m%;fp_l%;tn%;tn_s%;tn_m%;tn_l%;fn%;fn_s%;fn_m%;fn_l%;oa_full;oa_correct;p_full;p_correct;r_full;r_correct;f1_full;f1_correct;iou_full;iou_correct;cg%;cg_s%;cg_m%;cg_l%;ng%;ng_s%;ng_m%;ng_l%;tcg%;tcg_s%;tcg_m%;tcg_l%;tng%;tng_s%;tng_m%;tng_l%;tig%;tig_s%;tig_m%;tig_l%;ugr11%;ugr11_s%;ugr11_m%;ugr11_l%;ugr31%;ugr31_s%;ugr31_m%;ugr31_l%;ugr13%;ugr13_s%;ugr13_m%;ugr13_l%
1;0;0;0;0;0.46151;0.49306;0.48923;0.46114;0.05083;0.17569;0.10267;0.05011;0.43494;0.26458;0.30792;0.43664;0.05273;0.06667;0.10019;0.05212;0.62856;0.89645;0.63207;0.90145;0.62825;0.89600;0.62688;0.89405;0.57089;0.81419;0.78946;0.02210;0.45923;0.81029;0.21054;0.97790;0.54077;0.18971;0.70117;0.02073;0.33648;0.72245;0.18700;0.91710;0.39623;0.16915;0.11183;0.06218;0.26730;0.10841;0.42619;47.25000;1.97196;0.38418;0.95957;135.75000;4.32710;0.85245;0.74518;53.25000;3.56075;0.68429
0;1;0;0;0;0.46072;0.56771;0.49301;0.46032;0.05003;0.17188;0.11112;0.04929;0.43659;0.13542;0.30305;0.43822;0.05266;0.12500;0.09282;0.05217;0.62381;0.89731;0.62752;0.90265;0.62292;0.89603;0.62196;0.89465;0.56674;0.81521;0.78222;0.01105;0.43304;0.80322;0.21778;0.98895;0.56696;0.19678;0.69520;0.01036;0.30218;0.71745;0.19355;0.92746;0.39564;0.17577;0.11125;0.06218;0.30218;0.10679;0.43843;95.50000;2.30928;0.39383;0.99526;274.50000;4.92784;0.88381;0.75848;107.50000;4.30928;0.69151
0;0;1;0;0;0.45818;0.52288;0.49219;0.45775;0.05032;0.23335;0.09879;0.04966;0.43590;0.14669;0.30440;0.43758;0.05560;0.09708;0.10463;0.05501;0.61501;0.89408;0.62015;0.90155;0.61238;0.89026;0.61287;0.89097;0.55667;0.80927;0.78278;0.02198;0.42795;0.80397;0.21722;0.97802;0.57205;0.19603;0.68787;0.02128;0.30435;0.70904;0.19088;0.94681;0.40683;0.17288;0.12125;0.03191;0.28882;0.11809;0.45377;46.00000;2.28571;0.41037;1.00877;135.00000;4.95918;0.89801;0.80631;49.00000;4.18367;0.74346
0;0;0;1;0;0.45934;0.47361;0.48036;0.45909;0.05257;0.11597;0.10747;0.05191;0.43297;0.33472;0.31238;0.43439;0.05512;0.07569;0.09978;0.05460;0.61355;0.89231;0.61758;0.89817;0.61277;0.89118;0.61184;0.88983;0.55514;0.80736;0.77934;0.02198;0.41850;0.80054;0.22066;0.97802;0.58150;0.19946;0.68760;0.02094;0.30351;0.70874;0.19468;0.93194;0.42173;0.17659;0.11772;0.04712;0.27476;0.11468;0.45434;46.75000;2.29474;0.41096;1.02060;135.75000;5.07368;0.90928;0.79676;51.25000;4.10526;0.73458
0;0;0;0;1;0.45828;0.48750;0.48205;0.45802;0.05251;0.03750;0.11431;0.05185;0.43342;0.35000;0.30408;0.43483;0.05579;0.12500;0.09956;0.05530;0.61562;0.89170;0.61997;0.89800;0.61424;0.88970;0.61370;0.88893;0.55651;0.80608;0.77693;0.01105;0.41014;0.79796;0.22307;0.98895;0.58986;0.20204;0.69039;0.01053;0.30375;0.71121;0.19822;0.94211;0.43686;0.18008;0.11140;0.04737;0.25939;0.10872;0.44847;94.00000;2.29213;0.40606;1.02269;273.00000;5.16854;0.91246;0.77117;103.00000;4.00000;0.71178
1;2;0;0;0;0.45841;0.38889;0.48712;0.45808;0.03937;0.25000;0.08436;0.03881;0.44071;0.36111;0.31633;0.44221;0.06151;0.00000;0.11218;0.06091;0.62880;0.89912;0.64429;0.92127;0.61532;0.87985;0.62636;0.89563;0.57113;0.81665;0.75244;0.00556;0.42105;0.77269;0.24756;0.99444;0.57895;0.22731;0.69935;0.00543;0.34657;0.71960;0.23010;0.97283;0.47653;0.21169;0.07055;0.02174;0.17690;0.06871;0.42989;183.00000;1.88542;0.38967;1.08793;541.00000;4.63542;0.97803;0.63164;191.00000;2.90625;0.58063
1;0;2;0;0;0.45692;0.47685;0.48566;0.45660;0.04025;0.22778;0.08214;0.03972;0.44036;0.17685;0.31813;0.44180;0.06248;0.11852;0.11406;0.06189;0.62552;0.89728;0.64110;0.91964;0.61181;0.87762;0.62296;0.89362;0.56703;0.81338;0.75179;0.01639;0.39462;0.77244;0.24821;0.98361;0.60538;0.22756;0.69713;0.01622;0.33333;0.71700;0.23017;0.97297;0.51136;0.21122;0.07271;0.01081;0.15530;0.07178;0.43446;60.66667;2.00000;0.39471;1.09479;180.66667;5.06818;0.98390;0.64305;62.00000;2.93182;0.59493
1;0;0;2;0;0.45653;0.47361;0.48268;0.45623;0.04105;0.15139;0.09052;0.04045;0.43955;0.29236;0.31627;0.44099;0.06287;0.08264;0.11053;0.06233;0.62890;0.89608;0.64440;0.91815;0.61529;0.87668;0.62631;0.89237;0.56947;0.81139;0.75967;0.02198;0.39648;0.78057;0.24033;0.97802;0.60352;0.21943;0.70184;0.02162;0.31915;0.72272;0.22203;0.96216;0.48582;0.20316;0.07613;0.01622;0.19504;0.07412;0.42482;45.25000;2.13333;0.38366;1.05753;134.25000;5.17778;0.94588;0.64175;46.75000;3.35556;0.58878
1;0;0;0;2;0.45593;0.51019;0.48780;0.45558;0.04032;0.12778;0.08684;0.03982;0.43996;0.26019;0.31366;0.44132;0.06379;0.10185;0.11170;0.06328;0.62658;0.89589;0.64307;0.91946;0.61199;0.87502;0.62390;0.89206;0.56718;0.81096;0.75216;0.01657;0.37443;0.77296;0.24784;0.98343;0.62557;0.22704;0.69940;0.01622;0.30258;0.72041;0.23046;0.96216;0.50554;0.21160;0.07015;0.02162;0.19188;0.06799;0.42981;60.66667;2.30488;0.38811;1.08882;179.33333;5.64634;0.97556;0.63040;63.33333;3.57317;0.57686
0;1;2;0;0;0.45596;0.49391;0.49003;0.45560;0.03839;0.29231;0.08165;0.03789;0.44202;0.10064;0.31800;0.44338;0.06363;0.11314;0.11032;0.06314;0.62289;0.89798;0.64014;0.92284;0.60732;0.87552;0.62017;0.89406;0.56471;0.81409;0.74232;0.01093;0.37156;0.76301;0.25768;0.98907;0.62844;0.23699;0.69366;0.01064;0.31274;0.71414;0.24079;0.96277;0.52896;0.22181;0.06555;0.02660;0.15830;0.06404;0.44162;93.00000;2.19753;0.40028;1.13587;274.00000;5.58025;1.02147;0.63062;98.00000;3.20988;0.57964
