;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;1254;1254;1254;1254;1524;1524;1524;1524
0-1-0-0-0;1187;1187;1187;1187;1405;1405;1405;1405
0-0-1-0-0;1368;1368;1368;1368;1402;1402;1402;1402
0-0-0-1-0;1174;1174;1174;1174;1598;1598;1598;1598
0-0-0-0-1;1278;1278;1278;1278;1606;1606;1606;1606
1-2-0-0-0;1135;1135;1135;1135;1270;1270;1270;1270
1-0-2-0-0;1201;1201;1201;1201;1183;1183;1183;1183
1-0-0-2-0;1094;1094;1094;1094;1253;1253;1253;1253
1-0-0-0-2;1167;1167;1167;1167;1274;1274;1274;1274
0-1-2-0-0;1152;1152;1152;1152;1152;1152;1152;1152
0-1-0-2-0;1063;1063;1063;1063;1191;1191;1191;1191
0-1-0-0-2;1127;1127;1127;1127;1228;1228;1228;1228
0-0-1-2-0;1138;1138;1138;1138;1263;1263;1263;1263
0-0-1-0-2;1223;1223;1223;1223;1268;1268;1268;1268
0-0-0-1-2;1117;1117;1117;1117;1360;1360;1360;1360
1-2-3-0-0;1176;1178;1178;1178;1303;1310;1310;1310
1-2-0-3-0;1156;1157;1157;1157;1317;1322;1322;1322
1-2-0-0-3;1159;1160;1160;1160;1302;1307;1307;1307
1-0-2-3-0;1215;1218;1218;1218;1226;1234;1234;1234
1-0-2-0-3;1221;1224;1224;1224;1224;1230;1230;1230
1-0-0-2-3;1135;1134;1134;1134;1301;1306;1306;1306
0-1-2-3-0;1170;1172;1172;1172;1196;1200;1200;1200
0-1-2-0-3;1175;1177;1177;1177;1187;1195;1195;1195
0-1-0-2-3;1103;1105;1105;1105;1247;1253;1253;1253
0-0-1-2-3;1170;1173;1173;1173;1289;1288;1288;1288
1-2-3-4-0;1128;1129;1129;1129;1124;1135;1135;1135
1-2-3-0-4;1133;1134;1134;1134;1126;1131;1131;1131
1-2-0-3-4;1078;1079;1079;1079;1161;1168;1168;1168
1-0-2-3-4;1114;1114;1114;1114;1138;1145;1145;1145
0-1-2-3-4;1087;1088;1088;1088;1115;1120;1120;1120
1-2-3-4-5;1149;1151;1150;1151;1164;1175;1173;1175
