;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;84;84;84;84
0-1-0-0-0;0;0;0;0;102;102;102;102
0-0-1-0-0;0;0;0;0;122;122;122;122
0-0-0-1-0;0;0;0;0;94;94;94;94
0-0-0-0-1;0;0;0;0;95;95;95;95
1-2-0-0-0;0;0;0;0;114;114;114;114
1-0-2-0-0;0;0;0;0;134;134;134;134
1-0-0-2-0;0;0;0;0;118;118;118;118
1-0-0-0-2;0;0;0;0;112;112;112;112
0-1-2-0-0;0;0;0;0;137;137;137;137
0-1-0-2-0;0;0;0;0;122;122;122;122
0-1-0-0-2;0;0;0;0;115;115;115;115
0-0-1-2-0;0;0;0;0;133;133;133;133
0-0-1-0-2;0;0;0;0;130;130;130;130
0-0-0-1-2;0;0;0;0;114;114;114;114
1-2-3-0-0;0;0;0;0;111;112;112;112
1-2-0-3-0;0;0;0;0;110;110;110;110
1-2-0-0-3;0;0;0;0;111;111;111;111
1-0-2-3-0;0;0;0;0;125;125;125;125
1-0-2-0-3;0;0;0;0;126;126;126;126
1-0-0-2-3;0;0;0;0;113;113;113;113
0-1-2-3-0;0;0;0;0;128;128;128;128
0-1-2-0-3;0;0;0;0;127;127;127;127
0-1-0-2-3;0;0;0;0;118;118;118;118
0-0-1-2-3;0;0;0;0;128;128;128;128
1-2-3-4-0;0;0;0;0;137;138;138;138
1-2-3-0-4;0;0;0;0;135;135;135;135
1-2-0-3-4;0;0;0;0;127;127;127;127
1-0-2-3-4;0;0;0;0;140;140;140;140
0-1-2-3-4;0;0;0;0;139;139;139;139
1-2-3-4-5;0;0;0;0;131;131;131;131
