;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;5;5;5;5
0-1-0-0-0;0;0;0;0;9;9;9;9
0-0-1-0-0;0;0;0;0;9;9;9;9
0-0-0-1-0;0;0;0;0;5;5;5;5
0-0-0-0-1;0;0;0;0;7;7;7;7
1-2-0-0-0;0;0;0;0;9;9;9;9
1-0-2-0-0;0;0;0;0;11;11;11;11
1-0-0-2-0;0;0;0;0;7;7;7;7
1-0-0-0-2;0;0;0;0;10;10;10;10
0-1-2-0-0;0;0;0;0;12;12;12;12
0-1-0-2-0;0;0;0;0;9;9;9;9
0-1-0-0-2;0;0;0;0;12;12;12;12
0-0-1-2-0;0;0;0;0;10;10;10;10
0-0-1-0-2;0;0;0;0;10;10;10;10
0-0-0-1-2;0;0;0;0;8;8;8;8
1-2-3-0-0;0;0;0;0;9;9;9;9
1-2-0-3-0;0;0;0;0;9;9;9;9
1-2-0-0-3;0;0;0;0;8;8;8;8
1-0-2-3-0;0;0;0;0;11;11;11;11
1-0-2-0-3;0;0;0;0;10;10;10;10
1-0-0-2-3;0;0;0;0;6;6;6;6
0-1-2-3-0;0;0;0;0;12;11;11;11
0-1-2-0-3;0;0;0;0;12;12;12;12
0-1-0-2-3;0;0;0;0;8;8;8;8
0-0-1-2-3;0;0;0;0;10;10;10;10
1-2-3-4-0;0;0;0;0;12;11;11;11
1-2-3-0-4;0;0;0;0;12;12;12;12
1-2-0-3-4;0;0;0;0;9;9;9;9
1-0-2-3-4;0;0;0;0;11;11;11;11
0-1-2-3-4;0;0;0;0;12;12;12;12
1-2-3-4-5;0;0;0;0;12;12;12;12
