;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;36;36;36;36;215;215;215;215
0-1-0-0-0;36;36;36;36;203;203;203;203
0-0-1-0-0;36;36;36;36;191;191;191;191
0-0-0-1-0;36;36;36;36;214;214;214;214
0-0-0-0-1;36;36;36;36;210;210;210;210
1-2-0-0-0;36;36;36;36;195;195;195;195
1-0-2-0-0;36;36;36;36;183;183;183;183
1-0-0-2-0;36;36;36;36;196;196;196;196
1-0-0-0-2;36;36;36;36;199;199;199;199
0-1-2-0-0;36;36;36;36;181;181;181;181
0-1-0-2-0;36;36;36;36;191;191;191;191
0-1-0-0-2;36;36;36;36;194;194;194;194
0-0-1-2-0;36;36;36;36;184;184;184;184
0-0-1-0-2;36;36;36;36;187;187;187;187
0-0-0-1-2;36;36;36;36;198;198;198;198
1-2-3-0-0;36;36;36;36;197;196;196;196
1-2-0-3-0;36;36;36;36;198;198;198;198
1-2-0-0-3;36;36;36;36;197;197;197;197
1-0-2-3-0;36;36;36;36;190;190;190;190
1-0-2-0-3;36;36;36;36;189;189;189;189
1-0-0-2-3;36;36;36;36;198;198;198;198
0-1-2-3-0;36;36;36;36;186;186;186;186
0-1-2-0-3;36;36;36;36;188;188;188;188
0-1-0-2-3;36;36;36;36;193;193;193;193
0-0-1-2-3;36;36;36;36;187;187;187;187
1-2-3-4-0;36;36;36;36;181;180;180;180
1-2-3-0-4;36;36;36;36;182;182;182;182
1-2-0-3-4;36;36;36;36;186;186;186;186
1-0-2-3-4;36;36;36;36;179;179;179;179
0-1-2-3-4;36;36;36;36;179;179;179;179
1-2-3-4-5;36;36;36;36;184;184;184;184
