;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.56164;0.56164;0.56164;0.56164;0.60568;0.60568;0.60568;0.60568
0-1-0-0-0;0.57572;0.57572;0.57572;0.57572;0.60282;0.60282;0.60282;0.60282
0-0-1-0-0;0.53297;0.53297;0.53297;0.53297;0.63403;0.63403;0.63403;0.63403
0-0-0-1-0;0.57667;0.57667;0.57667;0.57667;0.62668;0.62668;0.62668;0.62668
0-0-0-0-1;0.55409;0.55409;0.55409;0.55409;0.62760;0.62760;0.62760;0.62760
1-2-0-0-0;0.58287;0.58287;0.58287;0.58287;0.60597;0.60597;0.60597;0.60597
1-0-2-0-0;0.57003;0.57003;0.57003;0.57003;0.62491;0.62491;0.62491;0.62491
1-0-0-2-0;0.58732;0.58732;0.58732;0.58732;0.62427;0.62427;0.62427;0.62427
1-0-0-0-2;0.57399;0.57399;0.57399;0.57399;0.62249;0.62249;0.62249;0.62249
0-1-2-0-0;0.58061;0.58061;0.58061;0.58061;0.61424;0.61424;0.61424;0.61424
0-1-0-2-0;0.59286;0.59286;0.59286;0.59286;0.61724;0.61724;0.61724;0.61724
0-1-0-0-2;0.58231;0.58231;0.58231;0.58231;0.61243;0.61243;0.61243;0.61243
0-0-1-2-0;0.57944;0.57944;0.57944;0.57944;0.63490;0.63490;0.63490;0.63490
0-0-1-0-2;0.56150;0.56150;0.56150;0.56150;0.63557;0.63557;0.63557;0.63557
0-0-0-1-2;0.58353;0.58353;0.58353;0.58353;0.63879;0.63879;0.63879;0.63879
1-2-3-0-0;0.57917;0.57823;0.57823;0.57823;0.61487;0.61386;0.61386;0.61386
1-2-0-3-0;0.58373;0.58326;0.58326;0.58326;0.61686;0.61640;0.61640;0.61640
1-2-0-0-3;0.58215;0.58168;0.58168;0.58168;0.61609;0.61545;0.61545;0.61545
1-0-2-3-0;0.56993;0.56853;0.56853;0.56853;0.63502;0.63338;0.63338;0.63338
1-0-2-0-3;0.56831;0.56691;0.56691;0.56691;0.63410;0.63322;0.63322;0.63322
1-0-0-2-3;0.58631;0.58678;0.58678;0.58678;0.63236;0.63143;0.63143;0.63143
0-1-2-3-0;0.58009;0.57915;0.57915;0.57915;0.62736;0.62678;0.62678;0.62678
0-1-2-0-3;0.57895;0.57801;0.57801;0.57801;0.62622;0.62462;0.62462;0.62462
0-1-0-2-3;0.59260;0.59167;0.59167;0.59167;0.62587;0.62491;0.62491;0.62491
0-0-1-2-3;0.57992;0.57851;0.57851;0.57851;0.63851;0.63905;0.63905;0.63905
1-2-3-4-0;0.58699;0.58652;0.58652;0.58652;0.62310;0.62120;0.62120;0.62120
1-2-3-0-4;0.58500;0.58453;0.58453;0.58453;0.62064;0.62011;0.62011;0.62011
1-2-0-3-4;0.59367;0.59321;0.59321;0.59321;0.62148;0.62049;0.62049;0.62049
1-0-2-3-4;0.58799;0.58799;0.58799;0.58799;0.63343;0.63252;0.63252;0.63252
0-1-2-3-4;0.59329;0.59283;0.59283;0.59283;0.62516;0.62445;0.62445;0.62445
1-2-3-4-5;0.58477;0.58383;0.58430;0.58383;0.62952;0.62740;0.62769;0.62740
