;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;457;457;457;457
0-1-0-0-0;0;0;0;0;704;704;704;704
0-0-1-0-0;0;0;0;0;802;802;802;802
0-0-0-1-0;0;0;0;0;539;539;539;539
0-0-0-0-1;0;0;0;0;660;660;660;660
1-2-0-0-0;0;0;0;0;641;641;641;641
1-0-2-0-0;0;0;0;0;735;735;735;735
1-0-0-2-0;0;0;0;0;583;583;583;583
1-0-0-0-2;0;0;0;0;592;592;592;592
0-1-2-0-0;0;0;0;0;845;845;845;845
0-1-0-2-0;0;0;0;0;639;639;639;639
0-1-0-0-2;0;0;0;0;682;682;682;682
0-0-1-2-0;0;0;0;0;737;737;737;737
0-0-1-0-2;0;0;0;0;761;761;761;761
0-0-0-1-2;0;0;0;0;639;639;639;639
1-2-3-0-0;0;0;0;0;571;703;703;703
1-2-0-3-0;0;0;0;0;528;660;660;660
1-2-0-0-3;0;0;0;0;529;677;677;677
1-0-2-3-0;0;0;0;0;606;727;727;727
1-0-2-0-3;0;0;0;0;606;719;719;719
1-0-0-2-3;0;0;0;0;524;643;643;643
0-1-2-3-0;0;0;0;0;653;820;820;820
0-1-2-0-3;0;0;0;0;697;828;828;828
0-1-0-2-3;0;0;0;0;567;742;742;742
0-0-1-2-3;0;0;0;0;651;809;809;809
1-2-3-4-0;0;0;0;0;647;807;807;807
1-2-3-0-4;0;0;0;0;645;791;791;791
1-2-0-3-4;0;0;0;0;563;750;750;750
1-0-2-3-4;0;0;0;0;649;813;813;813
0-1-2-3-4;0;0;0;0;693;868;868;868
1-2-3-4-5;0;0;0;0;658;830;780;830
