;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;135;135;135;135
0-1-0-0-0;0;0;0;0;206;206;206;206
0-0-1-0-0;0;0;0;0;199;199;199;199
0-0-0-1-0;0;0;0;0;141;141;141;141
0-0-0-0-1;0;0;0;0;160;160;160;160
1-2-0-0-0;0;0;0;0;242;242;242;242
1-0-2-0-0;0;0;0;0;288;288;288;288
1-0-0-2-0;0;0;0;0;214;214;214;214
1-0-0-0-2;0;0;0;0;258;258;258;258
0-1-2-0-0;0;0;0;0;277;277;277;277
0-1-0-2-0;0;0;0;0;219;219;219;219
0-1-0-0-2;0;0;0;0;260;260;260;260
0-0-1-2-0;0;0;0;0;224;224;224;224
0-0-1-0-2;0;0;0;0;211;211;211;211
0-0-0-1-2;0;0;0;0;192;192;192;192
1-2-3-0-0;0;0;0;0;247;241;241;241
1-2-0-3-0;0;0;0;0;224;217;217;217
1-2-0-0-3;0;0;0;0;210;203;203;203
1-0-2-3-0;0;0;0;0;278;274;274;274
1-0-2-0-3;0;0;0;0;265;261;261;261
1-0-0-2-3;0;0;0;0;169;165;165;165
0-1-2-3-0;0;0;0;0;272;248;248;248
0-1-2-0-3;0;0;0;0;270;266;266;266
0-1-0-2-3;0;0;0;0;197;192;192;192
0-0-1-2-3;0;0;0;0;211;206;206;206
1-2-3-4-0;0;0;0;0;299;274;274;274
1-2-3-0-4;0;0;0;0;297;294;294;294
1-2-0-3-4;0;0;0;0;218;213;213;213
1-0-2-3-4;0;0;0;0;275;268;268;268
0-1-2-3-4;0;0;0;0;269;263;263;263
1-2-3-4-5;0;0;0;0;267;263;263;263
