;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.57043;0.57043;0.57043;0.57043;0.68270;0.68270;0.68270;0.68270
0-1-0-0-0;0.58262;0.58262;0.58262;0.58262;0.68029;0.68029;0.68029;0.68029
0-0-1-0-0;0.55013;0.55013;0.55013;0.55013;0.70779;0.70779;0.70779;0.70779
0-0-0-1-0;0.57924;0.57924;0.57924;0.57924;0.70211;0.70211;0.70211;0.70211
0-0-0-0-1;0.56303;0.56303;0.56303;0.56303;0.69731;0.69731;0.69731;0.69731
1-2-0-0-0;0.58714;0.58714;0.58714;0.58714;0.67668;0.67668;0.67668;0.67668
1-0-2-0-0;0.57874;0.57874;0.57874;0.57874;0.69041;0.69041;0.69041;0.69041
1-0-0-2-0;0.58713;0.58713;0.58713;0.58713;0.68772;0.68772;0.68772;0.68772
1-0-0-0-2;0.57964;0.57964;0.57964;0.57964;0.68651;0.68651;0.68651;0.68651
0-1-2-0-0;0.58757;0.58757;0.58757;0.58757;0.68371;0.68371;0.68371;0.68371
0-1-0-2-0;0.59256;0.59256;0.59256;0.59256;0.68505;0.68505;0.68505;0.68505
0-1-0-0-2;0.58646;0.58646;0.58646;0.58646;0.68117;0.68117;0.68117;0.68117
0-0-1-2-0;0.58294;0.58294;0.58294;0.58294;0.70020;0.70020;0.70020;0.70020
0-0-1-0-2;0.57169;0.57169;0.57169;0.57169;0.69858;0.69858;0.69858;0.69858
0-0-0-1-2;0.58315;0.58315;0.58315;0.58315;0.70096;0.70096;0.70096;0.70096
1-2-3-0-0;0.58690;0.58580;0.58580;0.58580;0.69083;0.69010;0.69010;0.69010
1-2-0-3-0;0.58997;0.58851;0.58851;0.58851;0.69218;0.69175;0.69175;0.69175
1-2-0-0-3;0.58768;0.58695;0.58695;0.58695;0.68965;0.68887;0.68887;0.68887
1-0-2-3-0;0.58028;0.57845;0.57845;0.57845;0.70693;0.70609;0.70609;0.70609
1-0-2-0-3;0.57799;0.57615;0.57615;0.57615;0.70266;0.70218;0.70218;0.70218
1-0-0-2-3;0.58981;0.58909;0.58909;0.58909;0.70277;0.70168;0.70168;0.70168
0-1-2-3-0;0.58837;0.58727;0.58727;0.58727;0.70252;0.70201;0.70201;0.70201
0-1-2-0-3;0.58600;0.58490;0.58490;0.58490;0.69853;0.69740;0.69740;0.69740
0-1-0-2-3;0.59648;0.59466;0.59466;0.59466;0.69785;0.69756;0.69756;0.69756
0-0-1-2-3;0.58606;0.58459;0.58459;0.58459;0.71033;0.71040;0.71040;0.71040
1-2-3-4-0;0.59255;0.59182;0.59182;0.59182;0.69278;0.69192;0.69192;0.69192
1-2-3-0-4;0.59036;0.59000;0.59000;0.59000;0.68939;0.68906;0.68906;0.68906
1-2-0-3-4;0.59653;0.59545;0.59545;0.59545;0.68875;0.68820;0.68820;0.68820
1-0-2-3-4;0.59263;0.59263;0.59263;0.59263;0.69934;0.69812;0.69812;0.69812
0-1-2-3-4;0.59787;0.59714;0.59714;0.59714;0.69516;0.69435;0.69435;0.69435
1-2-3-4-5;0.59119;0.58973;0.59046;0.58973;0.70043;0.69868;0.69873;0.69868
