;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;59;59;59;59
0-1-0-0-0;0;0;0;0;91;91;91;91
0-0-1-0-0;0;0;0;0;67;67;67;67
0-0-0-1-0;0;0;0;0;44;44;44;44
0-0-0-0-1;0;0;0;0;40;40;40;40
1-2-0-0-0;0;0;0;0;111;111;111;111
1-0-2-0-0;0;0;0;0;98;98;98;98
1-0-0-2-0;0;0;0;0;79;79;79;79
1-0-0-0-2;0;0;0;0;77;77;77;77
0-1-2-0-0;0;0;0;0;125;125;125;125
0-1-0-2-0;0;0;0;0;113;113;113;113
0-1-0-0-2;0;0;0;0;105;105;105;105
0-0-1-2-0;0;0;0;0;80;80;80;80
0-0-1-0-2;0;0;0;0;78;78;78;78
0-0-0-1-2;0;0;0;0;61;61;61;61
1-2-3-0-0;0;0;0;0;74;81;81;81
1-2-0-3-0;0;0;0;0;74;85;85;85
1-2-0-0-3;0;0;0;0;79;85;85;85
1-0-2-3-0;0;0;0;0;70;76;76;76
1-0-2-0-3;0;0;0;0;73;83;83;83
1-0-0-2-3;0;0;0;0;53;62;62;62
0-1-2-3-0;0;0;0;0;87;95;95;95
0-1-2-0-3;0;0;0;0;91;91;91;91
0-1-0-2-3;0;0;0;0;75;80;80;80
0-0-1-2-3;0;0;0;0;68;71;71;71
1-2-3-4-0;0;0;0;0;102;111;111;111
1-2-3-0-4;0;0;0;0;104;109;109;109
1-2-0-3-4;0;0;0;0;88;96;96;96
1-0-2-3-4;0;0;0;0;83;91;91;91
0-1-2-3-4;0;0;0;0;102;103;103;103
1-2-3-4-5;0;0;0;0;85;88;84;88
