;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;1945882;1945882;1945882;1945882;9659621;9659621;9659621;9659621
0-1-0-0-0;1952140;1952140;1952140;1952140;9369065;9369065;9369065;9369065
0-0-1-0-0;1856808;1856808;1856808;1856808;8538970;8538970;8538970;8538970
0-0-0-1-0;1917750;1917750;1917750;1917750;9005844;9005844;9005844;9005844
0-0-0-0-1;1834627;1834627;1834627;1834627;8459223;8459223;8459223;8459223
1-2-0-0-0;1727339;1727339;1727339;1727339;8038450;8038450;8038450;8038450
1-0-2-0-0;1647398;1647398;1647398;1647398;7113940;7113940;7113940;7113940
1-0-0-2-0;1679274;1679274;1679274;1679274;7378277;7378277;7378277;7378277
1-0-0-0-2;1636775;1636775;1636775;1636775;7188968;7188968;7188968;7188968
0-1-2-0-0;1665621;1665621;1665621;1665621;7209679;7209679;7209679;7209679
0-1-0-2-0;1697759;1697759;1697759;1697759;7595854;7595854;7595854;7595854
0-1-0-0-2;1648807;1648807;1648807;1648807;7224432;7224432;7224432;7224432
0-0-1-2-0;1649927;1649927;1649927;1649927;7039106;7039106;7039106;7039106
0-0-1-0-2;1622942;1622942;1622942;1622942;6810223;6810223;6810223;6810223
0-0-0-1-2;1605786;1605786;1605786;1605786;6958068;6958068;6958068;6958068
1-2-3-0-0;1558652;1909928;1909928;1909928;6532640;8870842;8870842;8870842
1-2-0-3-0;1544034;1929645;1929645;1929645;6661951;9053068;9053068;9053068
1-2-0-0-3;1566481;1895374;1895374;1895374;6574815;8856097;8856097;8856097
1-0-2-3-0;1501105;1886099;1886099;1886099;6323436;8647070;8647070;8647070
1-0-2-0-3;1499557;1846599;1846599;1846599;6256200;8508590;8508590;8508590
1-0-0-2-3;1505804;1905516;1905516;1905516;6339138;8775909;8775909;8775909
0-1-2-3-0;1527221;1908763;1908763;1908763;6525956;8836063;8836063;8836063
0-1-2-0-3;1524531;1865778;1865778;1865778;6367779;8540320;8540320;8540320
0-1-0-2-3;1514362;1907587;1907587;1907587;6403991;8808149;8808149;8808149
0-0-1-2-3;1500057;1865750;1865750;1865750;6212575;8380395;8380395;8380395
1-2-3-4-0;1462970;1777485;1777485;1777485;6084926;7968727;7968727;7968727
1-2-3-0-4;1491296;1756349;1756349;1756349;6063114;7794158;7794158;7794158
1-2-0-3-4;1467966;1786911;1786911;1786911;6057246;7949419;7949419;7949419
1-0-2-3-4;1433957;1752713;1752713;1752713;5917573;7693479;7693479;7693479
0-1-2-3-4;1444634;1758997;1758997;1758997;5997423;7785235;7785235;7785235
1-2-3-4-5;1644320;1888545;1761218;1888545;7140859;8641018;7841951;8641018
