;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;3384;3384;3384;3384
0-1-0-0-0;0;0;0;0;3814;3814;3814;3814
0-0-1-0-0;0;0;0;0;4515;4515;4515;4515
0-0-0-1-0;0;0;0;0;3443;3443;3443;3443
0-0-0-0-1;0;0;0;0;3591;3591;3591;3591
1-2-0-0-0;0;0;0;0;4417;4417;4417;4417
1-0-2-0-0;0;0;0;0;5117;5117;5117;5117
1-0-0-2-0;0;0;0;0;4533;4533;4533;4533
1-0-0-0-2;0;0;0;0;4446;4446;4446;4446
0-1-2-0-0;0;0;0;0;5156;5156;5156;5156
0-1-0-2-0;0;0;0;0;4641;4641;4641;4641
0-1-0-0-2;0;0;0;0;4445;4445;4445;4445
0-0-1-2-0;0;0;0;0;4974;4974;4974;4974
0-0-1-0-2;0;0;0;0;4941;4941;4941;4941
0-0-0-1-2;0;0;0;0;4317;4317;4317;4317
1-2-3-0-0;0;0;0;0;4391;4320;4320;4320
1-2-0-3-0;0;0;0;0;4380;4259;4259;4259
1-2-0-0-3;0;0;0;0;4420;4276;4276;4276
1-0-2-3-0;0;0;0;0;4868;4758;4758;4758
1-0-2-0-3;0;0;0;0;4896;4780;4780;4780
1-0-0-2-3;0;0;0;0;4366;4255;4255;4255
0-1-2-3-0;0;0;0;0;4906;4777;4777;4777
0-1-2-0-3;0;0;0;0;4851;4726;4726;4726
0-1-0-2-3;0;0;0;0;4513;4377;4377;4377
0-0-1-2-3;0;0;0;0;4862;4712;4712;4712
1-2-3-4-0;0;0;0;0;5324;5237;5237;5237
1-2-3-0-4;0;0;0;0;5241;5106;5106;5106
1-2-0-3-4;0;0;0;0;4919;4766;4766;4766
1-0-2-3-4;0;0;0;0;5405;5246;5246;5246
0-1-2-3-4;0;0;0;0;5330;5170;5170;5170
1-2-3-4-5;0;0;0;0;5033;4879;4933;4879
