;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.05662;0.05662;0.05662;0.05662;0.03561;0.03561;0.03561;0.03561
0-1-0-0-0;0.05713;0.05713;0.05713;0.05713;0.03537;0.03537;0.03537;0.03537
0-0-1-0-0;0.05792;0.05792;0.05792;0.05792;0.03207;0.03207;0.03207;0.03207
0-0-0-1-0;0.05813;0.05813;0.05813;0.05813;0.03487;0.03487;0.03487;0.03487
0-0-0-0-1;0.05732;0.05732;0.05732;0.05732;0.03221;0.03221;0.03221;0.03221
1-2-0-0-0;0.06356;0.06356;0.06356;0.06356;0.04323;0.04323;0.04323;0.04323
1-0-2-0-0;0.06509;0.06509;0.06509;0.06509;0.04267;0.04267;0.04267;0.04267
1-0-0-2-0;0.06667;0.06667;0.06667;0.06667;0.04433;0.04433;0.04433;0.04433
1-0-0-0-2;0.06558;0.06558;0.06558;0.06558;0.04263;0.04263;0.04263;0.04263
0-1-2-0-0;0.06574;0.06574;0.06574;0.06574;0.04227;0.04227;0.04227;0.04227
0-1-0-2-0;0.06623;0.06623;0.06623;0.06623;0.04378;0.04378;0.04378;0.04378
0-1-0-0-2;0.06521;0.06521;0.06521;0.06521;0.04234;0.04234;0.04234;0.04234
0-0-1-2-0;0.06680;0.06680;0.06680;0.06680;0.04178;0.04178;0.04178;0.04178
0-0-1-0-2;0.06558;0.06558;0.06558;0.06558;0.03969;0.03969;0.03969;0.03969
0-0-0-1-2;0.06815;0.06815;0.06815;0.06815;0.04256;0.04256;0.04256;0.04256
1-2-3-0-0;0.06984;0.05703;0.05703;0.05703;0.04746;0.03385;0.03385;0.03385
1-2-0-3-0;0.07063;0.05612;0.05612;0.05612;0.04884;0.03454;0.03454;0.03454
1-2-0-0-3;0.06977;0.05569;0.05569;0.05569;0.04729;0.03398;0.03398;0.03398
1-0-2-3-0;0.07097;0.05666;0.05666;0.05666;0.04818;0.03303;0.03303;0.03303
1-0-2-0-3;0.07037;0.05583;0.05583;0.05583;0.04667;0.03222;0.03222;0.03222
1-0-0-2-3;0.07271;0.05608;0.05608;0.05608;0.04852;0.03317;0.03317;0.03317
0-1-2-3-0;0.07175;0.05778;0.05778;0.05778;0.04748;0.03318;0.03318;0.03318
0-1-2-0-3;0.07114;0.05702;0.05702;0.05702;0.04619;0.03246;0.03246;0.03246
0-1-0-2-3;0.07231;0.05665;0.05665;0.05665;0.04786;0.03332;0.03332;0.03332
0-0-1-2-3;0.07203;0.05758;0.05758;0.05758;0.04639;0.03207;0.03207;0.03207
1-2-3-4-0;0.07373;0.06078;0.06078;0.06078;0.05151;0.03816;0.03816;0.03816
1-2-3-0-4;0.07289;0.06058;0.06058;0.06058;0.05029;0.03753;0.03753;0.03753
1-2-0-3-4;0.07531;0.06106;0.06106;0.06106;0.05169;0.03789;0.03789;0.03789
1-0-2-3-4;0.07521;0.06080;0.06080;0.06080;0.05115;0.03679;0.03679;0.03679
0-1-2-3-4;0.07515;0.06101;0.06101;0.06101;0.05054;0.03713;0.03713;0.03713
1-2-3-4-5;0.06394;0.05576;0.05980;0.05576;0.04149;0.03256;0.03733;0.03256
