;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;10019086;10019086;10019086;10019086;102893830;102893830;102893830;102893830
0-1-0-0-0;10024089;10024089;10024089;10024089;103229948;103229948;103229948;103229948
0-0-1-0-0;9959198;9959198;9959198;9959198;105333772;105333772;105333772;105333772
0-0-0-1-0;10065546;10065546;10065546;10065546;103684029;103684029;103684029;103684029
0-0-0-0-1;10028825;10028825;10028825;10028825;103696509;103696509;103696509;103696509
1-2-0-0-0;10402041;10402041;10402041;10402041;105661660;105661660;105661660;105661660
1-0-2-0-0;10426181;10426181;10426181;10426181;107496544;107496544;107496544;107496544
1-0-0-2-0;10506230;10506230;10506230;10506230;106750092;106750092;106750092;106750092
1-0-0-0-2;10407812;10407812;10407812;10407812;106608085;106608085;106608085;106608085
0-1-2-0-0;10386867;10386867;10386867;10386867;107490953;107490953;107490953;107490953
0-1-0-2-0;10518238;10518238;10518238;10518238;106903764;106903764;106903764;106903764
0-1-0-0-2;10415889;10415889;10415889;10415889;106574887;106574887;106574887;106574887
0-0-1-2-0;10449528;10449528;10449528;10449528;107591783;107591783;107591783;107591783
0-0-1-0-2;10380462;10380462;10380462;10380462;107684979;107684979;107684979;107684979
0-0-0-1-2;10482771;10482771;10482771;10482771;107028858;107028858;107028858;107028858
1-2-3-0-0;10458981;10119231;10119231;10119231;106743844;104328244;104328244;104328244
1-2-0-3-0;10535474;10144585;10144585;10144585;106771311;104349604;104349604;104349604
1-2-0-0-3;10490024;10177133;10177133;10177133;106831462;104439205;104439205;104439205
1-0-2-3-0;10552378;10162397;10162397;10162397;108014091;105657109;105657109;105657109
1-0-2-0-3;10482924;10169130;10169130;10169130;107785896;105549185;105549185;105549185
1-0-0-2-3;10571556;10212762;10212762;10212762;107576452;105061833;105061833;105061833
0-1-2-3-0;10505048;10118526;10118526;10118526;107963640;105617264;105617264;105617264
0-1-2-0-3;10429724;10127903;10127903;10127903;107747253;105477065;105477065;105477065
0-1-0-2-3;10594716;10237731;10237731;10237731;107496382;105055529;105055529;105055529
0-0-1-2-3;10558349;10186834;10186834;10186834;108247997;105946413;105946413;105946413
1-2-3-4-0;10675937;10360984;10360984;10360984;108611774;106759694;106759694;106759694
1-2-3-0-4;10623111;10316065;10316065;10316065;108463457;106654033;106654033;106654033
1-2-0-3-4;10681090;10356704;10356704;10356704;108220559;106198604;106198604;106198604
1-0-2-3-4;10693038;10413843;10413843;10413843;109030836;107089050;107089050;107089050
0-1-2-3-4;10708686;10433830;10433830;10433830;109019085;107176306;107176306;107176306
1-2-3-4-5;10455101;10201460;10337601;10201460;107133639;105463823;106295764;105463823
