;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;67;67;67;67
0-1-0-0-0;0;0;0;0;79;79;79;79
0-0-1-0-0;0;0;0;0;91;91;91;91
0-0-0-1-0;0;0;0;0;68;68;68;68
0-0-0-0-1;0;0;0;0;72;72;72;72
1-2-0-0-0;0;0;0;0;87;87;87;87
1-0-2-0-0;0;0;0;0;99;99;99;99
1-0-0-2-0;0;0;0;0;86;86;86;86
1-0-0-0-2;0;0;0;0;83;83;83;83
0-1-2-0-0;0;0;0;0;101;101;101;101
0-1-0-2-0;0;0;0;0;91;91;91;91
0-1-0-0-2;0;0;0;0;88;88;88;88
0-0-1-2-0;0;0;0;0;98;98;98;98
0-0-1-0-2;0;0;0;0;95;95;95;95
0-0-0-1-2;0;0;0;0;84;84;84;84
1-2-3-0-0;0;0;0;0;85;86;86;86
1-2-0-3-0;0;0;0;0;84;84;84;84
1-2-0-0-3;0;0;0;0;85;85;85;85
1-0-2-3-0;0;0;0;0;92;92;92;92
1-0-2-0-3;0;0;0;0;93;93;93;93
1-0-0-2-3;0;0;0;0;84;84;84;84
0-1-2-3-0;0;0;0;0;96;96;96;96
0-1-2-0-3;0;0;0;0;94;94;94;94
0-1-0-2-3;0;0;0;0;89;89;89;89
0-0-1-2-3;0;0;0;0;95;95;95;95
1-2-3-4-0;0;0;0;0;101;102;102;102
1-2-3-0-4;0;0;0;0;100;100;100;100
1-2-0-3-4;0;0;0;0;96;96;96;96
1-0-2-3-4;0;0;0;0;103;103;103;103
0-1-2-3-4;0;0;0;0;103;103;103;103
1-2-3-4-5;0;0;0;0;98;98;98;98
