;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;10019086;10019086;10019086;10019086;102886962;102886962;102886962;102886962
0-1-0-0-0;10024089;10024089;10024089;10024089;103222196;103222196;103222196;103222196
0-0-1-0-0;9959198;9959198;9959198;9959198;105324927;105324927;105324927;105324927
0-0-0-1-0;10065546;10065546;10065546;10065546;103676461;103676461;103676461;103676461
0-0-0-0-1;10028825;10028825;10028825;10028825;103688884;103688884;103688884;103688884
1-2-0-0-0;10402041;10402041;10402041;10402041;105652863;105652863;105652863;105652863
1-0-2-0-0;10426181;10426181;10426181;10426181;107486794;107486794;107486794;107486794
1-0-0-2-0;10506230;10506230;10506230;10506230;106741006;106741006;106741006;106741006
1-0-0-0-2;10407812;10407812;10407812;10407812;106599145;106599145;106599145;106599145
0-1-2-0-0;10386867;10386867;10386867;10386867;107480865;107480865;107480865;107480865
0-1-0-2-0;10518238;10518238;10518238;10518238;106894387;106894387;106894387;106894387
0-1-0-0-2;10415889;10415889;10415889;10415889;106565767;106565767;106565767;106565767
0-0-1-2-0;10449528;10449528;10449528;10449528;107581846;107581846;107581846;107581846
0-0-1-0-2;10380462;10380462;10380462;10380462;107675505;107675505;107675505;107675505
0-0-0-1-2;10482771;10482771;10482771;10482771;107019741;107019741;107019741;107019741
1-2-3-0-0;10458981;10119231;10119231;10119231;106734450;104320086;104320086;104320086
1-2-0-3-0;10535474;10144585;10144585;10144585;106762208;104341402;104341402;104341402
1-2-0-0-3;10490024;10177133;10177133;10177133;106822302;104431143;104431143;104431143
1-0-2-3-0;10552378;10162397;10162397;10162397;108004376;105648418;105648418;105648418
1-0-2-0-3;10482924;10169130;10169130;10169130;107776031;105540207;105540207;105540207
1-0-0-2-3;10571556;10212762;10212762;10212762;107567197;105053584;105053584;105053584
0-1-2-3-0;10505048;10118526;10118526;10118526;107953634;105608222;105608222;105608222
0-1-2-0-3;10429724;10127903;10127903;10127903;107737448;105468211;105468211;105468211
0-1-0-2-3;10594716;10237731;10237731;10237731;107487069;105047058;105047058;105047058
0-0-1-2-3;10558349;10186834;10186834;10186834;108238003;105937454;105937454;105937454
1-2-3-4-0;10675937;10360984;10360984;10360984;108601141;106749967;106749967;106749967
1-2-3-0-4;10623111;10316065;10316065;10316065;108452927;106644432;106644432;106644432
1-2-0-3-4;10681090;10356704;10356704;10356704;108210480;106189387;106189387;106189387
1-0-2-3-4;10693038;10413843;10413843;10413843;109020218;107079324;107079324;107079324
0-1-2-3-4;10708686;10433830;10433830;10433830;109008442;107166464;107166464;107166464
1-2-3-4-5;10455101;10201460;10337601;10201460;107123759;105454867;106286216;105454867
