;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.36112;0.36112;0.36112;0.36112;0.20655;0.20655;0.20655;0.20655
0-1-0-0-0;0.34035;0.34035;0.34035;0.34035;0.19050;0.19050;0.19050;0.19050
0-0-1-0-0;0.39756;0.39756;0.39756;0.39756;0.18876;0.18876;0.18876;0.18876
0-0-0-1-0;0.33552;0.33552;0.33552;0.33552;0.21483;0.21483;0.21483;0.21483
0-0-0-0-1;0.37666;0.37666;0.37666;0.37666;0.22142;0.22142;0.22142;0.22142
1-2-0-0-0;0.31808;0.31808;0.31808;0.31808;0.16543;0.16543;0.16543;0.16543
1-0-2-0-0;0.33955;0.33955;0.33955;0.33955;0.15362;0.15362;0.15362;0.15362
1-0-0-2-0;0.30311;0.30311;0.30311;0.30311;0.16355;0.16355;0.16355;0.16355
1-0-0-0-2;0.32935;0.32935;0.32935;0.32935;0.16925;0.16925;0.16925;0.16925
0-1-2-0-0;0.32564;0.32564;0.32564;0.32564;0.14848;0.14848;0.14848;0.14848
0-1-0-2-0;0.29520;0.29520;0.29520;0.29520;0.15456;0.15456;0.15456;0.15456
0-1-0-0-2;0.31875;0.31875;0.31875;0.31875;0.16232;0.16232;0.16232;0.16232
0-0-1-2-0;0.31859;0.31859;0.31859;0.31859;0.16297;0.16297;0.16297;0.16297
0-0-1-0-2;0.34924;0.34924;0.34924;0.34924;0.16581;0.16581;0.16581;0.16581
0-0-0-1-2;0.31457;0.31457;0.31457;0.31457;0.17750;0.17750;0.17750;0.17750
1-2-3-0-0;0.33486;0.33531;0.33531;0.33531;0.17527;0.17577;0.17577;0.17577
1-2-0-3-0;0.33014;0.33075;0.33075;0.33075;0.17789;0.17839;0.17839;0.17839
1-2-0-0-3;0.33136;0.33166;0.33166;0.33166;0.17556;0.17613;0.17613;0.17613
1-0-2-3-0;0.34775;0.34850;0.34850;0.34850;0.16631;0.16689;0.16689;0.16689
1-0-2-0-3;0.35044;0.35118;0.35118;0.35118;0.16596;0.16647;0.16647;0.16647
1-0-0-2-3;0.32405;0.32435;0.32435;0.32435;0.17584;0.17660;0.17660;0.17660
0-1-2-3-0;0.33425;0.33470;0.33470;0.33470;0.16070;0.16121;0.16121;0.16121
0-1-2-0-3;0.33722;0.33768;0.33768;0.33768;0.16098;0.16161;0.16161;0.16161
0-1-0-2-3;0.31438;0.31515;0.31515;0.31515;0.16882;0.16914;0.16914;0.16914
0-0-1-2-3;0.33653;0.33714;0.33714;0.33714;0.17232;0.17245;0.17245;0.17245
1-2-3-4-0;0.31784;0.31815;0.31815;0.31815;0.14781;0.14851;0.14851;0.14851
1-2-3-0-4;0.31980;0.31995;0.31995;0.31995;0.14824;0.14868;0.14868;0.14868
1-2-0-3-4;0.30216;0.30263;0.30263;0.30263;0.15397;0.15453;0.15453;0.15453
1-0-2-3-4;0.31409;0.31409;0.31409;0.31409;0.14968;0.15057;0.15057;0.15057
0-1-2-3-4;0.30587;0.30618;0.30618;0.30618;0.14560;0.14617;0.14617;0.14617
1-2-3-4-5;0.32726;0.32788;0.32757;0.32788;0.15727;0.15836;0.15823;0.15836
