;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;12;12;12;12
0-1-0-0-0;0;0;0;0;35;35;35;35
0-0-1-0-0;0;0;0;0;35;35;35;35
0-0-0-1-0;0;0;0;0;1;1;1;1
0-0-0-0-1;0;0;0;0;1;1;1;1
1-2-0-0-0;0;0;0;0;33;33;33;33
1-0-2-0-0;0;0;0;0;29;29;29;29
1-0-0-2-0;0;0;0;0;11;11;11;11
1-0-0-0-2;0;0;0;0;11;11;11;11
0-1-2-0-0;0;0;0;0;37;37;37;37
0-1-0-2-0;0;0;0;0;24;24;24;24
0-1-0-0-2;0;0;0;0;23;23;23;23
0-0-1-2-0;0;0;0;0;34;34;34;34
0-0-1-0-2;0;0;0;0;34;34;34;34
0-0-0-1-2;0;0;0;0;1;1;1;1
1-2-3-0-0;0;0;0;0;29;30;30;30
1-2-0-3-0;0;0;0;0;23;23;23;23
1-2-0-0-3;0;0;0;0;19;20;20;20
1-0-2-3-0;0;0;0;0;24;25;25;25
1-0-2-0-3;0;0;0;0;21;22;22;22
1-0-0-2-3;0;0;0;0;1;2;2;2
0-1-2-3-0;0;0;0;0;34;37;37;37
0-1-2-0-3;0;0;0;0;33;33;33;33
0-1-0-2-3;0;0;0;0;21;20;20;20
0-0-1-2-3;0;0;0;0;30;29;29;29
1-2-3-4-0;0;0;0;0;40;44;44;44
1-2-3-0-4;0;0;0;0;39;40;40;40
1-2-0-3-4;0;0;0;0;23;23;23;23
1-0-2-3-4;0;0;0;0;40;40;40;40
0-1-2-3-4;0;0;0;0;34;33;33;33
1-2-3-4-5;0;0;0;0;33;33;33;33
