;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.06052;0.06052;0.06052;0.06052;0.16064;0.16064;0.16064;0.16064
0-1-0-0-0;0.07017;0.07017;0.07017;0.07017;0.19026;0.19026;0.19026;0.19026
0-0-1-0-0;0.05066;0.05066;0.05066;0.05066;0.14842;0.14842;0.14842;0.14842
0-0-0-1-0;0.07479;0.07479;0.07479;0.07479;0.11626;0.11626;0.11626;0.11626
0-0-0-0-1;0.06107;0.06107;0.06107;0.06107;0.11350;0.11350;0.11350;0.11350
1-2-0-0-0;0.08309;0.08309;0.08309;0.08309;0.21092;0.21092;0.21092;0.21092
1-0-2-0-0;0.07262;0.07262;0.07262;0.07262;0.20195;0.20195;0.20195;0.20195
1-0-0-2-0;0.09463;0.09463;0.09463;0.09463;0.18860;0.18860;0.18860;0.18860
1-0-0-0-2;0.08229;0.08229;0.08229;0.08229;0.18728;0.18728;0.18728;0.18728
0-1-2-0-0;0.07882;0.07882;0.07882;0.07882;0.22203;0.22203;0.22203;0.22203
0-1-0-2-0;0.09977;0.09977;0.09977;0.09977;0.21103;0.21103;0.21103;0.21103
0-1-0-0-2;0.08758;0.08758;0.08758;0.08758;0.21009;0.21009;0.21009;0.21009
0-0-1-2-0;0.08706;0.08706;0.08706;0.08706;0.17355;0.17355;0.17355;0.17355
0-0-1-0-2;0.07587;0.07587;0.07587;0.07587;0.17240;0.17240;0.17240;0.17240
0-0-0-1-2;0.09020;0.09020;0.09020;0.09020;0.14939;0.14939;0.14939;0.14939
1-2-3-0-0;0.06990;0.07044;0.07044;0.07044;0.19179;0.19245;0.19245;0.19245
1-2-0-3-0;0.07208;0.07235;0.07235;0.07235;0.18639;0.18695;0.18695;0.18695
1-2-0-0-3;0.07316;0.07343;0.07343;0.07343;0.19070;0.19124;0.19124;0.19124
1-0-2-3-0;0.06606;0.06688;0.06688;0.06688;0.18036;0.18126;0.18126;0.18126
1-0-2-0-3;0.06578;0.06661;0.06661;0.06661;0.18215;0.18283;0.18283;0.18283
1-0-0-2-3;0.07775;0.07748;0.07748;0.07748;0.16848;0.16906;0.16906;0.16906
0-1-2-3-0;0.07126;0.07181;0.07181;0.07181;0.19593;0.19647;0.19647;0.19647
0-1-2-0-3;0.07072;0.07126;0.07126;0.07126;0.19938;0.20024;0.20024;0.20024
0-1-0-2-3;0.08256;0.08309;0.08309;0.08309;0.18805;0.18872;0.18872;0.18872
0-0-1-2-3;0.07153;0.07235;0.07235;0.07235;0.16358;0.16347;0.16347;0.16347
1-2-3-4-0;0.07990;0.08016;0.08016;0.08016;0.21414;0.21528;0.21528;0.21528
1-2-3-0-4;0.08070;0.08096;0.08096;0.08096;0.21713;0.21765;0.21765;0.21765
1-2-0-3-4;0.09203;0.09229;0.09229;0.09229;0.20925;0.20998;0.20998;0.20998
1-0-2-3-4;0.08468;0.08468;0.08468;0.08468;0.19809;0.19885;0.19885;0.19885
0-1-2-3-4;0.08863;0.08890;0.08890;0.08890;0.21311;0.21363;0.21363;0.21363
1-2-3-4-5;0.07371;0.07425;0.07398;0.07425;0.19895;0.20013;0.19992;0.20013
