;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.36882;0.36882;0.36882;0.36882;0.46423;0.46423;0.46423;0.46423
0-1-0-0-0;0.36890;0.36890;0.36890;0.36890;0.46542;0.46542;0.46542;0.46542
0-0-1-0-0;0.37258;0.37258;0.37258;0.37258;0.47300;0.47300;0.47300;0.47300
0-0-0-1-0;0.37142;0.37142;0.37142;0.37142;0.47008;0.47008;0.47008;0.47008
0-0-0-0-1;0.37086;0.37086;0.37086;0.37086;0.47164;0.47164;0.47164;0.47164
1-2-0-0-0;0.37628;0.37628;0.37628;0.37628;0.46905;0.46905;0.46905;0.46905
1-0-2-0-0;0.37814;0.37814;0.37814;0.37814;0.47572;0.47572;0.47572;0.47572
1-0-0-2-0;0.37775;0.37775;0.37775;0.37775;0.47401;0.47401;0.47401;0.47401
1-0-0-0-2;0.37745;0.37745;0.37745;0.37745;0.47347;0.47347;0.47347;0.47347
0-1-2-0-0;0.37734;0.37734;0.37734;0.37734;0.47556;0.47556;0.47556;0.47556
0-1-0-2-0;0.37800;0.37800;0.37800;0.37800;0.47309;0.47309;0.47309;0.47309
0-1-0-0-2;0.37778;0.37778;0.37778;0.37778;0.47394;0.47394;0.47394;0.47394
0-0-1-2-0;0.37825;0.37825;0.37825;0.37825;0.47789;0.47789;0.47789;0.47789
0-0-1-0-2;0.37739;0.37739;0.37739;0.37739;0.47748;0.47748;0.47748;0.47748
0-0-0-1-2;0.37885;0.37885;0.37885;0.37885;0.47589;0.47589;0.47589;0.47589
1-2-3-0-0;0.37992;0.37096;0.37096;0.37096;0.47600;0.47002;0.47002;0.47002
1-2-0-3-0;0.38148;0.37113;0.37113;0.37113;0.47539;0.46908;0.46908;0.46908
1-2-0-0-3;0.37961;0.37176;0.37176;0.37176;0.47472;0.46893;0.46893;0.46893
1-0-2-3-0;0.38260;0.37248;0.37248;0.37248;0.47860;0.47284;0.47284;0.47284
1-0-2-0-3;0.38139;0.37352;0.37352;0.37352;0.47706;0.47188;0.47188;0.47188
1-0-0-2-3;0.38142;0.37167;0.37167;0.37167;0.47666;0.47072;0.47072;0.47072
0-1-2-3-0;0.38148;0.37111;0.37111;0.37111;0.47805;0.47207;0.47207;0.47207
0-1-2-0-3;0.37993;0.37180;0.37180;0.37180;0.47679;0.47162;0.47162;0.47162
0-1-0-2-3;0.38181;0.37229;0.37229;0.37229;0.47690;0.47055;0.47055;0.47055
0-0-1-2-3;0.38174;0.37215;0.37215;0.37215;0.47929;0.47451;0.47451;0.47451
1-2-3-4-0;0.38395;0.37555;0.37555;0.37555;0.47848;0.47410;0.47410;0.47410
1-2-3-0-4;0.38210;0.37524;0.37524;0.37524;0.47754;0.47350;0.47350;0.47350
1-2-0-3-4;0.38302;0.37454;0.37454;0.37454;0.47704;0.47272;0.47272;0.47272
1-0-2-3-4;0.38376;0.37630;0.37630;0.37630;0.47960;0.47569;0.47569;0.47569
0-1-2-3-4;0.38408;0.37669;0.37669;0.37669;0.47897;0.47477;0.47477;0.47477
1-2-3-4-5;0.37926;0.37252;0.37610;0.37252;0.47562;0.47234;0.47426;0.47234
