;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;14;14;14;14
0-1-0-0-0;0;0;0;0;35;35;35;35
0-0-1-0-0;0;0;0;0;18;18;18;18
0-0-0-1-0;0;0;0;0;14;14;14;14
0-0-0-0-1;0;0;0;0;29;29;29;29
1-2-0-0-0;0;0;0;0;24;24;24;24
1-0-2-0-0;0;0;0;0;21;21;21;21
1-0-0-2-0;0;0;0;0;15;15;15;15
1-0-0-0-2;0;0;0;0;31;31;31;31
0-1-2-0-0;0;0;0;0;33;33;33;33
0-1-0-2-0;0;0;0;0;22;22;22;22
0-1-0-0-2;0;0;0;0;41;41;41;41
0-0-1-2-0;0;0;0;0;19;19;19;19
0-0-1-0-2;0;0;0;0;21;21;21;21
0-0-0-1-2;0;0;0;0;23;23;23;23
1-2-3-0-0;0;0;0;0;19;25;25;25
1-2-0-3-0;0;0;0;0;17;24;24;24
1-2-0-0-3;0;0;0;0;20;27;27;27
1-0-2-3-0;0;0;0;0;21;25;25;25
1-0-2-0-3;0;0;0;0;23;27;27;27
1-0-0-2-3;0;0;0;0;15;19;19;19
0-1-2-3-0;0;0;0;0;28;26;26;26
0-1-2-0-3;0;0;0;0;30;34;34;34
0-1-0-2-3;0;0;0;0;24;29;29;29
0-0-1-2-3;0;0;0;0;22;27;27;27
1-2-3-4-0;0;0;0;0;26;25;25;25
1-2-3-0-4;0;0;0;0;28;31;31;31
1-2-0-3-4;0;0;0;0;23;28;28;28
1-0-2-3-4;0;0;0;0;24;31;31;31
0-1-2-3-4;0;0;0;0;31;37;37;37
1-2-3-4-5;0;0;0;0;33;37;37;37
