;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.38535;0.38535;0.38535;0.38535;0.26248;0.26248;0.26248;0.26248
0-1-0-0-0;0.36171;0.36171;0.36171;0.36171;0.23490;0.23490;0.23490;0.23490
0-0-1-0-0;0.42356;0.42356;0.42356;0.42356;0.24490;0.24490;0.24490;0.24490
0-0-0-1-0;0.35612;0.35612;0.35612;0.35612;0.28717;0.28717;0.28717;0.28717
0-0-0-0-1;0.39223;0.39223;0.39223;0.39223;0.28837;0.28837;0.28837;0.28837
1-2-0-0-0;0.34163;0.34163;0.34163;0.34163;0.21000;0.21000;0.21000;0.21000
1-0-2-0-0;0.36486;0.36486;0.36486;0.36486;0.19888;0.19888;0.19888;0.19888
1-0-0-2-0;0.32561;0.32561;0.32561;0.32561;0.21403;0.21403;0.21403;0.21403
1-0-0-0-2;0.35120;0.35120;0.35120;0.35120;0.21724;0.21724;0.21724;0.21724
0-1-2-0-0;0.34817;0.34817;0.34817;0.34817;0.18944;0.18944;0.18944;0.18944
0-1-0-2-0;0.31495;0.31495;0.31495;0.31495;0.19900;0.19900;0.19900;0.19900
0-1-0-0-2;0.33765;0.33765;0.33765;0.33765;0.20413;0.20413;0.20413;0.20413
0-0-1-2-0;0.34102;0.34102;0.34102;0.34102;0.21731;0.21731;0.21731;0.21731
0-0-1-0-2;0.37000;0.37000;0.37000;0.37000;0.21872;0.21872;0.21872;0.21872
0-0-0-1-2;0.33381;0.33381;0.33381;0.33381;0.23977;0.23977;0.23977;0.23977
1-2-3-0-0;0.35859;0.35897;0.35897;0.35897;0.21983;0.22046;0.22046;0.22046
1-2-0-3-0;0.35189;0.35208;0.35208;0.35208;0.22334;0.22387;0.22387;0.22387
1-2-0-0-3;0.35236;0.35255;0.35255;0.35255;0.22013;0.22066;0.22066;0.22066
1-0-2-3-0;0.37157;0.37213;0.37213;0.37213;0.21113;0.21199;0.21199;0.21199
1-0-2-0-3;0.37345;0.37401;0.37401;0.37401;0.21039;0.21104;0.21104;0.21104
1-0-0-2-3;0.34362;0.34343;0.34343;0.34343;0.22645;0.22699;0.22699;0.22699
0-1-2-3-0;0.35630;0.35668;0.35668;0.35668;0.20240;0.20294;0.20294;0.20294
0-1-2-0-3;0.35798;0.35836;0.35836;0.35836;0.20059;0.20145;0.20145;0.20145
0-1-0-2-3;0.33256;0.33295;0.33295;0.33295;0.21282;0.21346;0.21346;0.21346
0-0-1-2-3;0.35620;0.35677;0.35677;0.35677;0.22400;0.22389;0.22389;0.22389
1-2-3-4-0;0.34079;0.34098;0.34098;0.34098;0.18767;0.18885;0.18885;0.18885
1-2-3-0-4;0.34194;0.34214;0.34214;0.34214;0.18735;0.18789;0.18789;0.18789
1-2-0-3-4;0.32196;0.32216;0.32216;0.32216;0.19481;0.19555;0.19555;0.19555
1-0-2-3-4;0.33497;0.33497;0.33497;0.33497;0.19325;0.19401;0.19401;0.19401
0-1-2-3-4;0.32576;0.32595;0.32595;0.32595;0.18647;0.18701;0.18701;0.18701
1-2-3-4-5;0.34922;0.34961;0.34942;0.34961;0.19707;0.19826;0.19804;0.19826
