;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;11;11;11;11;178;178;178;178
0-1-0-0-0;11;11;11;11;174;174;174;174
0-0-1-0-0;11;11;11;11;174;174;174;174
0-0-0-1-0;11;11;11;11;179;179;179;179
0-0-0-0-1;11;11;11;11;177;177;177;177
1-2-0-0-0;11;11;11;11;173;173;173;173
1-0-2-0-0;11;11;11;11;170;170;170;170
1-0-0-2-0;11;11;11;11;175;175;175;175
1-0-0-0-2;11;11;11;11;172;172;172;172
0-1-2-0-0;11;11;11;11;170;170;170;170
0-1-0-2-0;11;11;11;11;174;174;174;174
0-1-0-0-2;11;11;11;11;171;171;171;171
0-0-1-2-0;11;11;11;11;173;173;173;173
0-0-1-0-2;11;11;11;11;173;173;173;173
0-0-0-1-2;11;11;11;11;176;176;176;176
1-2-3-0-0;11;11;11;11;173;173;173;173
1-2-0-3-0;11;11;11;11;174;174;174;174
1-2-0-0-3;11;11;11;11;175;175;175;175
1-0-2-3-0;11;11;11;11;171;171;171;171
1-0-2-0-3;11;11;11;11;172;172;172;172
1-0-0-2-3;11;11;11;11;177;177;177;177
0-1-2-3-0;11;11;11;11;171;172;172;172
0-1-2-0-3;11;11;11;11;171;171;171;171
0-1-0-2-3;11;11;11;11;175;175;175;175
0-0-1-2-3;11;11;11;11;174;174;174;174
1-2-3-4-0;11;11;11;11;170;171;171;171
1-2-3-0-4;11;11;11;11;170;170;170;170
1-2-0-3-4;11;11;11;11;174;174;174;174
1-0-2-3-4;11;11;11;11;171;171;171;171
0-1-2-3-4;11;11;11;11;171;171;171;171
1-2-3-4-5;11;11;11;11;171;171;171;171
