;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0;0;0;0;605;605;605;605
0-1-0-0-0;0;0;0;0;845;845;845;845
0-0-1-0-0;0;0;0;0;971;971;971;971
0-0-0-1-0;0;0;0;0;701;701;701;701
0-0-0-0-1;0;0;0;0;767;767;767;767
1-2-0-0-0;0;0;0;0;773;773;773;773
1-0-2-0-0;0;0;0;0;935;935;935;935
1-0-0-2-0;0;0;0;0;746;746;746;746
1-0-0-0-2;0;0;0;0;726;726;726;726
0-1-2-0-0;0;0;0;0;1024;1024;1024;1024
0-1-0-2-0;0;0;0;0;833;833;833;833
0-1-0-0-2;0;0;0;0;826;826;826;826
0-0-1-2-0;0;0;0;0;920;920;920;920
0-0-1-0-2;0;0;0;0;943;943;943;943
0-0-0-1-2;0;0;0;0;812;812;812;812
1-2-3-0-0;0;0;0;0;691;813;813;813
1-2-0-3-0;0;0;0;0;666;787;787;787
1-2-0-0-3;0;0;0;0;656;800;800;800
1-0-2-3-0;0;0;0;0;778;888;888;888
1-0-2-0-3;0;0;0;0;767;883;883;883
1-0-0-2-3;0;0;0;0;672;783;783;783
0-1-2-3-0;0;0;0;0;845;974;974;974
0-1-2-0-3;0;0;0;0;855;980;980;980
0-1-0-2-3;0;0;0;0;754;890;890;890
0-0-1-2-3;0;0;0;0;829;979;979;979
1-2-3-4-0;0;0;0;0;841;979;979;979
1-2-3-0-4;0;0;0;0;813;948;948;948
1-2-0-3-4;0;0;0;0;752;905;905;905
1-0-2-3-4;0;0;0;0;819;978;978;978
0-1-2-3-4;0;0;0;0;881;1041;1041;1041
1-2-3-4-5;0;0;0;0;827;981;927;981
