;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.55414;0.55414;0.55414;0.55414;0.57687;0.57687;0.57687;0.57687
0-1-0-0-0;0.56812;0.56812;0.56812;0.56812;0.57484;0.57484;0.57484;0.57484
0-0-1-0-0;0.52578;0.52578;0.52578;0.52578;0.60668;0.60668;0.60668;0.60668
0-0-0-1-0;0.56909;0.56909;0.56909;0.56909;0.59656;0.59656;0.59656;0.59656
0-0-0-0-1;0.54669;0.54669;0.54669;0.54669;0.59813;0.59813;0.59813;0.59813
1-2-0-0-0;0.57528;0.57528;0.57528;0.57528;0.57908;0.57908;0.57908;0.57908
1-0-2-0-0;0.56252;0.56252;0.56252;0.56252;0.59917;0.59917;0.59917;0.59917
1-0-0-2-0;0.57976;0.57976;0.57976;0.57976;0.59736;0.59736;0.59736;0.59736
1-0-0-0-2;0.56650;0.56650;0.56650;0.56650;0.59548;0.59548;0.59548;0.59548
0-1-2-0-0;0.57301;0.57301;0.57301;0.57301;0.58853;0.58853;0.58853;0.58853
0-1-0-2-0;0.58528;0.58528;0.58528;0.58528;0.58998;0.58998;0.58998;0.58998
0-1-0-0-2;0.57476;0.57476;0.57476;0.57476;0.58578;0.58578;0.58578;0.58578
0-0-1-2-0;0.57192;0.57192;0.57192;0.57192;0.60914;0.60914;0.60914;0.60914
0-0-1-0-2;0.55413;0.55413;0.55413;0.55413;0.60888;0.60888;0.60888;0.60888
0-0-0-1-2;0.57598;0.57598;0.57598;0.57598;0.61083;0.61083;0.61083;0.61083
1-2-3-0-0;0.57151;0.57059;0.57059;0.57059;0.58838;0.58709;0.58709;0.58709
1-2-0-3-0;0.57603;0.57557;0.57557;0.57557;0.59026;0.58918;0.58918;0.58918
1-2-0-0-3;0.57448;0.57402;0.57402;0.57402;0.58918;0.58810;0.58810;0.58810
1-0-2-3-0;0.56237;0.56099;0.56099;0.56099;0.60852;0.60675;0.60675;0.60675
1-0-2-0-3;0.56077;0.55939;0.55939;0.55939;0.60746;0.60614;0.60614;0.60614
1-0-0-2-3;0.57863;0.57909;0.57909;0.57909;0.60507;0.60395;0.60395;0.60395
0-1-2-3-0;0.57243;0.57151;0.57151;0.57151;0.60167;0.60059;0.60059;0.60059
0-1-2-0-3;0.57130;0.57038;0.57038;0.57038;0.60003;0.59831;0.59831;0.59831
0-1-0-2-3;0.58488;0.58396;0.58396;0.58396;0.59913;0.59782;0.59782;0.59782
0-0-1-2-3;0.57227;0.57088;0.57088;0.57088;0.61242;0.61265;0.61265;0.61265
1-2-3-4-0;0.57931;0.57886;0.57886;0.57886;0.59818;0.59587;0.59587;0.59587
1-2-3-0-4;0.57736;0.57690;0.57690;0.57690;0.59551;0.59447;0.59447;0.59447
1-2-0-3-4;0.58601;0.58555;0.58555;0.58555;0.59594;0.59447;0.59447;0.59447
1-0-2-3-4;0.58035;0.58035;0.58035;0.58035;0.60865;0.60714;0.60714;0.60714
0-1-2-3-4;0.58561;0.58516;0.58516;0.58516;0.60042;0.59937;0.59937;0.59937
1-2-3-4-5;0.57707;0.57615;0.57661;0.57615;0.60397;0.60161;0.60204;0.60161
