;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.07698;0.07698;0.07698;0.07698;0.13931;0.13931;0.13931;0.13931
0-1-0-0-0;0.08575;0.08575;0.08575;0.08575;0.15561;0.15561;0.15561;0.15561
0-0-1-0-0;0.06049;0.06049;0.06049;0.06049;0.12955;0.12955;0.12955;0.12955
0-0-0-1-0;0.09394;0.09394;0.09394;0.09394;0.11161;0.11161;0.11161;0.11161
0-0-0-0-1;0.06870;0.06870;0.06870;0.06870;0.10926;0.10926;0.10926;0.10926
1-2-0-0-0;0.10361;0.10361;0.10361;0.10361;0.18349;0.18349;0.18349;0.18349
1-0-2-0-0;0.09039;0.09039;0.09039;0.09039;0.18067;0.18067;0.18067;0.18067
1-0-0-2-0;0.11863;0.11863;0.11863;0.11863;0.17503;0.17503;0.17503;0.17503
1-0-0-0-2;0.09973;0.09973;0.09973;0.09973;0.17057;0.17057;0.17057;0.17057
0-1-2-0-0;0.09560;0.09560;0.09560;0.09560;0.19184;0.19184;0.19184;0.19184
0-1-0-2-0;0.12119;0.12119;0.12119;0.12119;0.18591;0.18591;0.18591;0.18591
0-1-0-0-2;0.10361;0.10361;0.10361;0.10361;0.18215;0.18215;0.18215;0.18215
0-0-1-2-0;0.10726;0.10726;0.10726;0.10726;0.16218;0.16218;0.16218;0.16218
0-0-1-0-2;0.08765;0.08765;0.08765;0.08765;0.16104;0.16104;0.16104;0.16104
0-0-0-1-2;0.11109;0.11109;0.11109;0.11109;0.14858;0.14858;0.14858;0.14858
1-2-3-0-0;0.08702;0.08765;0.08765;0.08765;0.16050;0.16050;0.16050;0.16050
1-2-0-3-0;0.08870;0.08955;0.08955;0.08955;0.15670;0.15643;0.15643;0.15643
1-2-0-0-3;0.08976;0.09018;0.09018;0.09018;0.16144;0.16151;0.16151;0.16151
1-0-2-3-0;0.08063;0.08170;0.08170;0.08170;0.15287;0.15300;0.15300;0.15300
1-0-2-0-3;0.08021;0.08128;0.08128;0.08128;0.15731;0.15711;0.15711;0.15711
1-0-0-2-3;0.09498;0.09539;0.09539;0.09539;0.14886;0.14900;0.14900;0.14900
0-1-2-3-0;0.08617;0.08681;0.08681;0.08681;0.16239;0.16232;0.16232;0.16232
0-1-2-0-3;0.08554;0.08617;0.08617;0.08617;0.16600;0.16640;0.16640;0.16640
0-1-0-2-3;0.09808;0.09911;0.09911;0.09911;0.15989;0.15976;0.15976;0.15976
0-0-1-2-3;0.08617;0.08702;0.08702;0.08702;0.14348;0.14320;0.14320;0.14320
1-2-3-4-0;0.09849;0.09890;0.09890;0.09890;0.18406;0.18406;0.18406;0.18406
1-2-3-0-4;0.09870;0.09890;0.09890;0.09890;0.18705;0.18680;0.18680;0.18680
1-2-0-3-4;0.11028;0.11089;0.11089;0.11089;0.18291;0.18272;0.18272;0.18272
1-0-2-3-4;0.10218;0.10218;0.10218;0.10218;0.17588;0.17601;0.17601;0.17601
0-1-2-3-4;0.10524;0.10564;0.10564;0.10564;0.18394;0.18406;0.18406;0.18406
1-2-3-4-5;0.09039;0.09122;0.09080;0.09122;0.16773;0.16819;0.16833;0.16819
