;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;12500297;12500297;12500297;12500297;93417455;93417455;93417455;93417455
0-1-0-0-0;12489693;12489693;12489693;12489693;93519674;93519674;93519674;93519674
0-0-1-0-0;12264386;12264386;12264386;12264386;95186319;95186319;95186319;95186319
0-0-0-1-0;12462807;12462807;12462807;12462807;93729151;93729151;93729151;93729151
0-0-0-0-1;12401600;12401600;12401600;12401600;93308338;93308338;93308338;93308338
1-2-0-0-0;12505229;12505229;12505229;12505229;93091549;93091549;93091549;93091549
1-0-2-0-0;12442915;12442915;12442915;12442915;93794187;93794187;93794187;93794187
1-0-0-2-0;12513328;12513328;12513328;12513328;93152272;93152272;93152272;93152272
1-0-0-0-2;12395526;12395526;12395526;12395526;93068123;93068123;93068123;93068123
0-1-2-0-0;12382310;12382310;12382310;12382310;93906873;93906873;93906873;93906873
0-1-0-2-0;12548837;12548837;12548837;12548837;93662629;93662629;93662629;93662629
0-1-0-0-2;12406643;12406643;12406643;12406643;93029810;93029810;93029810;93029810
0-0-1-2-0;12428131;12428131;12428131;12428131;93912194;93912194;93912194;93912194
0-0-1-0-2;12368115;12368115;12368115;12368115;94206208;94206208;94206208;94206208
0-0-0-1-2;12382500;12382500;12382500;12382500;93372372;93372372;93372372;93372372
1-2-3-0-0;12239053;12560981;12560981;12560981;91652168;94457103;94457103;94457103
1-2-0-3-0;12284265;12640401;12640401;12640401;91539945;94545947;94545947;94545947
1-2-0-0-3;12268577;12647668;12647668;12647668;91849687;94549856;94549856;94549856
1-0-2-3-0;12264418;12613628;12613628;12613628;92398237;95582698;95582698;95582698
1-0-2-0-3;12210977;12575304;12575304;12575304;92531815;95680929;95680929;95680929
1-0-0-2-3;12255153;12701077;12701077;12701077;91991608;95180238;95180238;95180238
0-1-2-3-0;12213430;12563884;12563884;12563884;92635672;95643602;95643602;95643602
0-1-2-0-3;12151802;12519530;12519530;12519530;92558926;95365421;95365421;95365421
0-1-0-2-3;12276722;12698143;12698143;12698143;92049824;95126457;95126457;95126457
0-0-1-2-3;12252739;12610875;12610875;12610875;92732157;95634471;95634471;95634471
1-2-3-4-0;12268353;12602015;12602015;12602015;92056243;94847844;94847844;94847844
1-2-3-0-4;12250611;12546760;12546760;12546760;92200256;94835712;94835712;94835712
1-2-0-3-4;12244010;12611299;12611299;12611299;91733664;94474793;94474793;94474793
1-0-2-3-4;12249685;12646092;12646092;12646092;92292909;95180024;95180024;95180024
0-1-2-3-4;12259953;12646749;12646749;12646749;92497145;95314208;95314208;95314208
1-2-3-4-5;12467561;12663110;12573165;12663110;93918723;95552191;94577989;95552191
