;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;1945882;1945882;1945882;1945882;9659775;9659775;9659775;9659775
0-1-0-0-0;1952140;1952140;1952140;1952140;9369220;9369220;9369220;9369220
0-0-1-0-0;1856808;1856808;1856808;1856808;8539150;8539150;8539150;8539150
0-0-0-1-0;1917750;1917750;1917750;1917750;9006020;9006020;9006020;9006020
0-0-0-0-1;1834627;1834627;1834627;1834627;8459351;8459351;8459351;8459351
1-2-0-0-0;1727339;1727339;1727339;1727339;8038598;8038598;8038598;8038598
1-0-2-0-0;1647398;1647398;1647398;1647398;7114153;7114153;7114153;7114153
1-0-0-2-0;1679274;1679274;1679274;1679274;7378452;7378452;7378452;7378452
1-0-0-0-2;1636775;1636775;1636775;1636775;7189122;7189122;7189122;7189122
0-1-2-0-0;1665621;1665621;1665621;1665621;7209879;7209879;7209879;7209879
0-1-0-2-0;1697759;1697759;1697759;1697759;7596064;7596064;7596064;7596064
0-1-0-0-2;1648807;1648807;1648807;1648807;7224600;7224600;7224600;7224600
0-0-1-2-0;1649927;1649927;1649927;1649927;7039300;7039300;7039300;7039300
0-0-1-0-2;1622942;1622942;1622942;1622942;6810419;6810419;6810419;6810419
0-0-0-1-2;1605786;1605786;1605786;1605786;6958256;6958256;6958256;6958256
1-2-3-0-0;1558652;1909928;1909928;1909928;6532776;8870969;8870969;8870969
1-2-0-3-0;1544034;1929645;1929645;1929645;6662103;9053211;9053211;9053211
1-2-0-0-3;1566481;1895374;1895374;1895374;6574961;8856241;8856241;8856241
1-0-2-3-0;1501105;1886099;1886099;1886099;6323620;8647244;8647244;8647244
1-0-2-0-3;1499557;1846599;1846599;1846599;6256377;8508771;8508771;8508771
1-0-0-2-3;1505804;1905516;1905516;1905516;6339301;8776065;8776065;8776065
0-1-2-3-0;1527221;1908763;1908763;1908763;6526164;8836229;8836229;8836229
0-1-2-0-3;1524531;1865778;1865778;1865778;6367955;8540494;8540494;8540494
0-1-0-2-3;1514362;1907587;1907587;1907587;6404197;8808321;8808321;8808321
0-0-1-2-3;1500057;1865750;1865750;1865750;6212767;8380581;8380581;8380581
1-2-3-4-0;1462970;1777485;1777485;1777485;6085137;7968910;7968910;7968910
1-2-3-0-4;1491296;1756349;1756349;1756349;6063301;7794334;7794334;7794334
1-2-0-3-4;1467966;1786911;1786911;1786911;6057455;7949596;7949596;7949596
1-0-2-3-4;1433957;1752713;1752713;1752713;5917758;7693660;7693660;7693660
0-1-2-3-4;1444634;1758997;1758997;1758997;5997630;7785430;7785430;7785430
1-2-3-4-5;1644320;1888545;1761218;1888545;7141049;8641191;7842120;8641191
