;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;8134187;7989520;7886443;7727668;7706875;7695274;7680652;7668513;7656330;7629679;7605297;7604238;7596431;7563990;7366845
0-1-0-0-0;8019660;7872413;7694072;7627182;7610715;7599085;7573644;7556280;7549843;7503542;7456753;7445399;7408906;7389691;7119693
0-0-1-0-0;7092424;7053207;7008618;6977917;6967149;6943992;6926978;6917955;6889726;6879829;6870548;6847850;6840248;6819660;6572742
0-0-0-1-0;7824095;7776312;7715195;7566786;7524967;7509576;7500757;7496047;7457143;7430393;7412710;7391582;7366426;7347281;7156762
0-0-0-0-1;7306767;7217489;7112161;7015882;6996958;6986076;6956087;6919803;6895861;6838661;6809674;6762203;6739152;6677396;6473146
