;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;18;12;11;8;8;8;8;8;8;8;8;8;8;8;3
0-1-0-0-0;36;27;23;21;21;21;21;21;16;16;16;16;16;9;6
0-0-1-0-0;33;32;24;20;10;7;7;7;7;1;1;1;0;0;0
0-0-0-1-0;32;25;20;10;10;10;10;10;0;0;0;0;0;0;0
0-0-0-0-1;14;13;13;13;13;13;13;13;13;8;8;0;0;0;0
