;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.21871;0.24348;0.24338;0.23359;0.22114;0.21800;0.21926;0.22246;0.21814;0.21444;0.20000;0.19005;0.17084;0.16590;0.11463
0-1-0-0-0;0.21716;0.24966;0.25753;0.23372;0.23031;0.22691;0.22360;0.21519;0.21075;0.20044;0.19734;0.18792;0.17687;0.16552;0.11408
0-0-1-0-0;0.25534;0.29186;0.28725;0.28958;0.28936;0.28446;0.27111;0.26077;0.25000;0.24884;0.23888;0.22749;0.21739;0.20976;0.14610
0-0-0-1-0;0.22890;0.25692;0.25564;0.24576;0.24512;0.23894;0.23767;0.23235;0.22014;0.21564;0.20525;0.19570;0.18945;0.18204;0.11529
0-0-0-0-1;0.24414;0.26498;0.27172;0.26170;0.25435;0.24283;0.23928;0.23129;0.23148;0.22459;0.20952;0.20673;0.19759;0.17961;0.13784
