;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.43025;0.35506;0.29426;0.23851;0.22797;0.21765;0.20694;0.19669;0.18728;0.17742;0.16987;0.16064;0.15278;0.14169;0.09522
0-1-0-0-0;0.42503;0.34950;0.28718;0.23264;0.22214;0.20998;0.20013;0.19026;0.18114;0.17217;0.16241;0.15565;0.14562;0.13659;0.08887
0-0-1-0-0;0.38969;0.30300;0.23608;0.17708;0.16790;0.15768;0.14842;0.13859;0.12954;0.12160;0.11219;0.10499;0.09646;0.08873;0.05346
0-0-0-1-0;0.36548;0.27567;0.21155;0.16029;0.15169;0.14206;0.13534;0.12635;0.11626;0.10674;0.09796;0.09081;0.08327;0.07703;0.04252
0-0-0-0-1;0.36730;0.28786;0.22305;0.16813;0.15839;0.14927;0.13971;0.13207;0.12392;0.11350;0.10687;0.09973;0.09261;0.08383;0.04969
