;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.14286;0.07463;0.07000;0.04124;0.03125;0.03125;0.03125;0.03125;0.03125;0.02618;0.02618;0.02618;0.02105;0.02105;0.01587
0-1-0-0-0;0.30075;0.20513;0.13889;0.09709;0.07921;0.07921;0.07921;0.07921;0.07000;0.06533;0.06533;0.06061;0.06061;0.05584;0.02618
0-0-1-0-0;0.27059;0.19481;0.13084;0.08374;0.07000;0.06061;0.05584;0.05102;0.03627;0.03627;0.02618;0.02618;0.02105;0.02105;0.00000
0-0-0-1-0;0.25000;0.15837;0.12676;0.06533;0.05102;0.03627;0.02618;0.02618;0.02105;0.02105;0.02105;0.02105;0.01587;0.01587;0.00535
0-0-0-0-1;0.22176;0.14286;0.10145;0.09268;0.07463;0.06533;0.06533;0.06061;0.05584;0.05102;0.04615;0.02618;0.02618;0.02618;0.01587
