;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.15753;0.10714;0.07143;0.05147;0.05147;0.05147;0.05147;0.05147;0.04412;0.04412;0.03676;0.03676;0.02963;0.02222;0.02222
0-1-0-0-0;0.14368;0.12963;0.11184;0.08108;0.08163;0.08163;0.07483;0.06122;0.05479;0.05517;0.04828;0.04861;0.04167;0.03497;0.02190
0-0-1-0-0;0.19880;0.13072;0.10959;0.07801;0.06429;0.06429;0.06475;0.06475;0.05839;0.05109;0.03676;0.03676;0.02222;0.02222;0.00758
0-0-0-1-0;0.16774;0.13605;0.08904;0.06522;0.05839;0.05147;0.05185;0.05185;0.03704;0.03704;0.02963;0.02963;0.02985;0.02239;0.00758
0-0-0-0-1;0.15287;0.11644;0.08571;0.07914;0.07971;0.07971;0.07971;0.07246;0.06522;0.05072;0.05072;0.04412;0.04412;0.04412;0.02985
