;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;1046;920;753;631;588;580;574;555;520;518;477;457;413;408;274
0-1-0-0-0;1318;1192;1042;844;803;763;751;704;682;620;596;568;545;488;327
0-0-1-0-0;1288;1150;1014;923;891;856;802;779;726;711;674;613;579;537;371
0-0-0-1-0;1163;1000;822;704;670;644;638;602;539;529;495;471;464;453;319
0-0-0-0-1;1217;1056;991;839;812;774;758;709;698;660;593;572;537;520;380
