;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;4996;4825;4675;4456;4414;4375;4334;4294;4246;4205;4151;4101;4039;3981;3611
0-1-0-0-0;5019;4826;4667;4436;4396;4352;4284;4236;4178;4128;4072;3997;3942;3883;3462
0-0-1-0-0;5042;4850;4621;4406;4363;4315;4251;4187;4126;4066;4012;3948;3878;3806;3361
0-0-0-1-0;4952;4739;4522;4305;4244;4179;4134;4081;4028;3962;3902;3848;3790;3726;3253
0-0-0-0-1;4969;4761;4566;4347;4286;4238;4185;4136;4077;4026;3959;3899;3825;3754;3317
