;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.52061;0.51938;0.52690;0.53006;0.53008;0.52970;0.53006;0.52917;0.52510;0.52653;0.52660;0.52742;0.52645;0.52544;0.53643
0-1-0-0-0;0.51403;0.51111;0.51213;0.50947;0.50808;0.50994;0.50782;0.50868;0.50981;0.51454;0.51487;0.51351;0.51226;0.51340;0.52611
0-0-1-0-0;0.51005;0.50400;0.50440;0.50497;0.50785;0.50941;0.50977;0.50912;0.50920;0.50961;0.50995;0.51619;0.51326;0.51243;0.51557
0-0-0-1-0;0.50776;0.50374;0.50083;0.50420;0.50193;0.50241;0.50277;0.50572;0.51038;0.51220;0.51244;0.51432;0.51580;0.51485;0.51415
0-0-0-0-1;0.51635;0.51074;0.50710;0.51098;0.51234;0.51200;0.51389;0.51693;0.51647;0.51642;0.52179;0.52296;0.52281;0.52013;0.52184
