;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;102423853;101595325;100957124;100368427;100231971;100003940;99892273;99747120;99542284;99349860;99194528;99156633;99052578;98824085;97149136
0-1-0-0-0;101817568;101256678;100305054;99448227;99354469;99279809;99145240;99009050;98662074;98344613;97912707;97742867;97378216;97209617;95048684
0-0-1-0-0;102039346;101511911;100949092;100381530;100369111;100211670;100041507;99928629;99733176;99666608;99470216;99214549;99115042;98970439;97221398
0-0-0-1-0;101448012;101019903;100505932;99218083;99044445;98850940;98777728;98639430;98425212;98296821;98127859;97908298;97567905;97376237;95895291
0-0-0-0-1;102689492;101915688;101219997;100140506;100043169;99893715;99721190;99224906;99019989;98849517;98626249;98384397;98030097;97587776;95697239
