;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.13000;0.16250;0.13043;0.12000;0.12000;0.12000;0.12000;0.12000;0.12000;0.12000;0.12000;0.12000;0.12000;0.11957;0.15625
0-1-0-0-0;0.14286;0.14855;0.16949;0.20349;0.20349;0.20349;0.20349;0.20349;0.20382;0.20382;0.20382;0.20382;0.20382;0.20513;0.23171
0-0-1-0-0;0.15590;0.16285;0.17434;0.18636;0.20349;0.24306;0.24306;0.24031;0.24031;0.34831;0.39623;0.39623;0.44737;0.44737;0.53333
0-0-0-1-0;0.18713;0.18792;0.17536;0.16981;0.16981;0.16981;0.16981;0.16981;0.12500;0.12500;0.12500;0.12500;0.12500;0.12500;nan
0-0-0-0-1;0.22727;0.19745;0.19718;0.19718;0.19718;0.19718;0.19718;0.19718;0.11607;0.02083;0.02083;0.12500;0.12500;0.12500;0.12500
