;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.53563;0.58480;0.61849;0.63825;0.64159;0.64501;0.64781;0.65103;0.65353;0.65573;0.65525;0.65603;0.65442;0.65503;0.64295
0-1-0-0-0;0.55022;0.59812;0.63043;0.64627;0.64943;0.65249;0.65271;0.65375;0.65338;0.65321;0.65308;0.65078;0.65100;0.65041;0.62693
0-0-1-0-0;0.57335;0.62807;0.65803;0.67796;0.68004;0.68187;0.68215;0.68214;0.68133;0.68064;0.67987;0.67738;0.67578;0.67227;0.64153
0-0-0-1-0;0.58182;0.63347;0.66023;0.67397;0.67393;0.67395;0.67472;0.67495;0.67524;0.67469;0.67319;0.67136;0.66869;0.66574;0.63383
0-0-0-0-1;0.57303;0.61981;0.64859;0.66708;0.66837;0.66951;0.66977;0.67028;0.67028;0.67075;0.66824;0.66691;0.66382;0.66041;0.63146
