;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.26722;0.26900;0.27039;0.27210;0.27724;0.27407;0.27300;0.27283;0.26958;0.26796;0.27084;0.27057;0.27717;0.27302;0.27757
0-1-0-0-0;0.26896;0.27216;0.27828;0.28190;0.28640;0.28838;0.29115;0.29077;0.28924;0.29003;0.29118;0.29239;0.29062;0.28845;0.27743
0-0-1-0-0;0.26188;0.26676;0.28088;0.28085;0.27846;0.27890;0.28022;0.27993;0.28224;0.28080;0.27953;0.28409;0.29199;0.29260;0.29535
0-0-0-1-0;0.26436;0.27742;0.28000;0.27999;0.28467;0.28740;0.28912;0.28791;0.28656;0.28257;0.28578;0.28435;0.28493;0.28327;0.29739
0-0-0-0-1;0.26441;0.27022;0.27508;0.27662;0.27876;0.28690;0.29116;0.28993;0.29098;0.29213;0.29114;0.29213;0.29359;0.29640;0.29280
