;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;155;164;170;174;175;175;175;176;177;177;178;178;179;180;181
0-1-0-0-0;155;161;165;171;171;171;172;174;175;175;176;176;177;178;180
0-0-1-0-0;137;157;163;169;173;174;174;175;176;177;179;179;181;181;183
0-0-0-1-0;148;156;168;173;175;176;176;176;179;179;180;180;180;181;183
0-0-0-0-1;152;164;171;172;172;172;172;173;174;177;177;178;178;178;180
