;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.49492;0.54224;0.57655;0.59403;0.59751;0.60025;0.60281;0.60474;0.60556;0.60707;0.60592;0.60568;0.60313;0.60274;0.57971
0-1-0-0-0;0.50512;0.54828;0.58080;0.59658;0.59972;0.60343;0.60155;0.60282;0.60162;0.60169;0.60081;0.59512;0.59506;0.59281;0.56023
0-0-1-0-0;0.53607;0.58806;0.61573;0.63369;0.63472;0.63555;0.63403;0.63232;0.63029;0.62717;0.62641;0.62227;0.61770;0.61187;0.56421
0-0-0-1-0;0.54978;0.59885;0.62358;0.63402;0.63162;0.62954;0.62775;0.62666;0.62668;0.62352;0.62091;0.61802;0.61393;0.60826;0.55450
0-0-0-0-1;0.54733;0.59114;0.61911;0.63281;0.63171;0.63215;0.63165;0.63049;0.62753;0.62760;0.62260;0.61832;0.61205;0.60734;0.55867
