;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.09000;0.07500;0.09565;0.08000;0.08000;0.08000;0.08000;0.08000;0.08000;0.08000;0.08000;0.08000;0.08000;0.08696;0.04688
0-1-0-0-0;0.08717;0.09783;0.09746;0.12209;0.12209;0.12209;0.12209;0.12209;0.10191;0.10191;0.10191;0.10191;0.10191;0.07692;0.07317
0-0-1-0-0;0.07350;0.08142;0.07895;0.09091;0.05814;0.04861;0.04861;0.05426;0.05426;0.01124;0.01887;0.01887;0.00000;0.00000;0.00000
0-0-0-1-0;0.09357;0.08389;0.09479;0.09434;0.09434;0.09434;0.09434;0.09434;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;nan
0-0-0-0-1;0.05785;0.08280;0.09155;0.09155;0.09155;0.09155;0.09155;0.09155;0.11607;0.16667;0.16667;0.00000;0.00000;0.00000;0.00000
