;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;10605245;10303350;10132197;9913346;9894627;9837250;9820609;9814208;9766757;9712290;9700760;9662737;9642985;9438481;9136297
0-1-0-0-0;10046285;9896628;9708907;9410026;9412923;9399671;9385906;9372203;9348284;9293941;9195547;9173130;9106934;9082939;8551318
0-0-1-0-0;8960586;8880548;8745669;8581198;8609007;8571484;8541830;8515943;8478595;8478087;8459155;8413810;8396042;8375436;8146161
0-0-0-1-0;9849954;9589958;9422594;9221441;9165310;9148820;9135034;9125146;9008978;9003348;8960696;8932303;8899678;8858613;8656496
0-0-0-0-1;9300099;9039682;8807998;8676830;8660852;8636092;8588922;8534729;8507652;8461725;8430588;8412503;8376943;8298273;7985567
