;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.44817;0.44762;0.44753;0.44807;0.44798;0.44773;0.44769;0.44759;0.44757;0.44741;0.44731;0.44737;0.44734;0.44784;0.44758
0-1-0-0-0;0.44721;0.44711;0.44644;0.44649;0.44656;0.44656;0.44651;0.44639;0.44599;0.44589;0.44571;0.44564;0.44531;0.44530;0.44533
0-0-1-0-0;0.45033;0.44997;0.44974;0.44942;0.44953;0.44939;0.44924;0.44919;0.44906;0.44905;0.44883;0.44855;0.44851;0.44847;0.44840
0-0-0-1-0;0.44695;0.44699;0.44672;0.44619;0.44613;0.44592;0.44590;0.44586;0.44623;0.44632;0.44624;0.44612;0.44593;0.44587;0.44574
0-0-0-0-1;0.45083;0.45088;0.45092;0.44992;0.45011;0.45004;0.45006;0.44965;0.44959;0.44959;0.44944;0.44924;0.44903;0.44882;0.44869
