;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.43052;0.35744;0.29682;0.24274;0.23195;0.22194;0.21145;0.20158;0.19206;0.18218;0.17452;0.16521;0.15723;0.14596;0.09854
0-1-0-0-0;0.42011;0.34763;0.28835;0.23491;0.22444;0.21212;0.20296;0.19300;0.18398;0.17501;0.16509;0.15825;0.14792;0.13894;0.09116
0-0-1-0-0;0.38471;0.30344;0.23764;0.18013;0.17107;0.16130;0.15183;0.14213;0.13302;0.12496;0.11534;0.10781;0.09971;0.09176;0.05545
0-0-0-1-0;0.36092;0.27582;0.21390;0.16333;0.15505;0.14569;0.13907;0.13003;0.12011;0.11038;0.10117;0.09354;0.08578;0.07941;0.04374
0-0-0-0-1;0.36588;0.28917;0.22639;0.17181;0.16219;0.15312;0.14345;0.13532;0.12730;0.11703;0.11010;0.10305;0.09560;0.08653;0.05158
