;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.04511;0.04514;0.04535;0.04468;0.04457;0.04457;0.04458;0.04465;0.04468;0.04468;0.04461;0.04481;0.04481;0.04471;0.04419
0-1-0-0-0;0.04593;0.04559;0.04602;0.04596;0.04591;0.04583;0.04574;0.04593;0.04602;0.04583;0.04577;0.04574;0.04565;0.04562;0.04448
0-0-1-0-0;0.03928;0.03924;0.03921;0.03946;0.03953;0.03946;0.03941;0.03937;0.03930;0.03929;0.03933;0.03930;0.03931;0.03923;0.03840
0-0-0-1-0;0.04324;0.04361;0.04361;0.04298;0.04279;0.04273;0.04271;0.04291;0.04285;0.04267;0.04273;0.04263;0.04260;0.04254;0.04211
0-0-0-0-1;0.04153;0.04156;0.04114;0.04086;0.04068;0.04067;0.04064;0.04060;0.04054;0.04028;0.04022;0.04006;0.03997;0.03978;0.03900
