;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;1557;1363;1142;891;823;807;791;783;784;761;702;656;566;546;334
0-1-0-0-0;1562;1354;1062;835;797;756;706;673;647;598;569;533;487;465;299
0-0-1-0-0;1903;1543;1144;959;949;902;843;807;737;736;705;642;587;575;351
0-0-0-1-0;1615;1300;1016;868;811;767;746;717;661;647;601;563;539;513;254
0-0-0-0-1;1618;1338;1104;895;799;722;662;633;616;590;545;528;501;433;333
