;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.18320;0.20827;0.19656;0.19543;0.19553;0.19553;0.19553;0.19876;0.20213;0.20213;0.21488;0.21488;0.21287;0.21649;0.24699
0-1-0-0-0;0.15354;0.16517;0.17582;0.17528;0.17528;0.17528;0.18118;0.17222;0.17101;0.17101;0.17377;0.17377;0.18868;0.18667;0.19474
0-0-1-0-0;0.18114;0.15896;0.16842;0.17980;0.18329;0.19825;0.19825;0.19512;0.19737;0.22727;0.21429;0.21429;0.22727;0.22727;0.27358
0-0-0-1-0;0.19643;0.19302;0.16147;0.17000;0.18452;0.18380;0.18380;0.18380;0.18834;0.18834;0.17486;0.17486;0.17486;0.17949;0.18519
0-0-0-0-1;0.18315;0.16092;0.15801;0.15166;0.15166;0.15166;0.15166;0.15969;0.13068;0.11940;0.11940;0.14035;0.14035;0.14035;0.14689
