;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;147;124;112;93;87;84;82;81;78;77;70;67;61;59;37
0-1-0-0-0;157;138;118;94;90;87;82;79;76;70;69;64;58;55;36
0-0-1-0-0;171;142;120;103;102;98;91;85;81;79;75;70;65;62;43
0-0-0-1-0;149;127;104;88;85;80;78;74;68;65;62;58;57;54;32
0-0-0-0-1;152;126;110;93;88;82;79;77;75;72;67;65;61;56;42
