;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.07795;0.10286;0.12679;0.15597;0.16215;0.16745;0.17326;0.17890;0.18532;0.19197;0.19916;0.20655;0.21498;0.22367;0.27505
0-1-0-0-0;0.08060;0.10686;0.13199;0.16297;0.16907;0.17575;0.18352;0.19050;0.19819;0.20628;0.21454;0.22339;0.23144;0.23967;0.29957
0-0-1-0-0;0.07701;0.10553;0.13637;0.16720;0.17371;0.18058;0.18876;0.19692;0.20551;0.21313;0.22084;0.22964;0.23878;0.24818;0.31013
0-0-0-1-0;0.08830;0.11817;0.14800;0.17839;0.18589;0.19374;0.19938;0.20692;0.21483;0.22316;0.23174;0.23957;0.24846;0.25726;0.31873
0-0-0-0-1;0.08704;0.11673;0.14512;0.17744;0.18505;0.19146;0.19894;0.20570;0.21357;0.22142;0.23004;0.23787;0.24710;0.25820;0.31741
