;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.14286;0.10945;0.08000;0.06186;0.05729;0.05729;0.05729;0.05208;0.04688;0.04712;0.04188;0.04188;0.03684;0.03158;0.02646
0-1-0-0-0;0.11654;0.10684;0.09722;0.07282;0.07426;0.07426;0.06931;0.05941;0.05500;0.05528;0.05025;0.05051;0.04545;0.04061;0.03141
0-0-1-0-0;0.19216;0.12554;0.10748;0.08374;0.06500;0.06061;0.06091;0.05612;0.05181;0.04663;0.03665;0.03665;0.02632;0.02632;0.01613
0-0-0-1-0;0.15323;0.13575;0.08451;0.06533;0.05612;0.05181;0.05236;0.05236;0.03684;0.03684;0.03158;0.03158;0.03175;0.02646;0.01604
0-0-0-0-1;0.14226;0.10138;0.07246;0.06829;0.06965;0.07035;0.07035;0.06566;0.06091;0.04592;0.04615;0.04188;0.04188;0.04188;0.03175
